tool_temp_c,part_temp_c,vibration_x_mm_s,vibration_y_mm_s,press_force_ton,contact_force_kn,cycle_time_s,energy_kwh,lubricant_flow_lmin,is_anomaly
426.95,865.57,2.13,2.61,227.46,182.38,16.47,25.38,5.36,0
437.59,865.19,4.77,2.96,232.08,184.58,17.01,23.46,5.15,0
435.12,862.27,2.93,3.59,235.86,188.13,16.79,23.23,5.06,0
415.23,841.06,2.81,2.63,226.54,179.4,15.05,23.95,5.43,0
432.01,845.03,4.12,3.21,230.7,178.23,18.76,24.36,6.14,0
422.54,857.68,2.04,4.47,227.87,177.98,17.65,23.65,5.19,0
417.98,865.33,2.72,2.91,204.27,154.45,17.14,24.36,4.93,0
425.28,853.0,2.89,3.32,216.25,174.11,18.75,25.76,4.74,0
445.75,837.29,4.14,3.86,223.09,186.03,17.21,23.05,5.68,0
425.95,846.17,2.08,4.21,219.53,171.41,19.37,23.4,5.18,0
426.16,862.54,3.32,3.14,203.75,170.26,17.12,21.49,6.09,1
418.0,825.74,3.41,2.53,226.75,179.23,19.03,24.32,5.55,0
420.56,853.63,3.16,3.83,223.75,167.95,20.27,23.99,4.93,0
432.6,834.08,2.35,3.66,238.05,185.49,19.49,24.44,4.44,0
429.79,854.08,1.87,1.23,231.87,186.85,17.27,24.21,5.93,0
427.48,854.81,3.49,3.38,219.44,172.59,20.21,23.97,5.12,0
412.27,862.73,2.85,1.85,230.02,185.65,19.18,25.44,5.42,0
436.86,845.1,3.75,2.25,228.98,184.95,16.75,24.07,5.0,0
433.14,863.66,3.13,3.31,242.48,185.4,16.89,24.12,3.94,0
439.0,851.59,3.16,4.04,244.52,190.99,15.54,25.81,4.95,0
447.27,852.64,2.86,2.99,220.12,168.83,17.93,24.73,5.27,0
437.05,861.42,2.24,3.42,226.72,183.42,18.33,27.06,4.9,0
402.22,837.36,1.6,1.97,241.54,189.38,19.26,22.73,4.6,0
441.8,854.36,3.12,2.42,237.15,186.66,17.89,26.95,5.39,0
442.49,865.35,2.42,2.94,229.62,180.89,19.4,25.88,4.45,0
427.91,852.83,3.2,2.93,220.97,171.61,18.6,24.77,4.54,0
429.06,855.41,2.82,2.94,234.42,177.59,17.49,22.71,4.28,0
435.32,856.52,3.1,2.48,223.79,183.81,19.71,24.84,4.47,0
429.09,843.38,2.46,1.29,229.0,185.64,18.49,25.33,5.68,0
444.9967888562729,842.1697751263124,2.5634893473155995,2.152636318543425,230.47520486572537,179.58709937694374,15.694846756989108,22.736623933382496,5.090191331634273,0
426.19,843.46,4.23,2.63,230.89,188.8,16.95,22.54,5.74,0
432.9,844.8,3.34,2.84,233.71,187.18,18.6,24.7,4.94,0
440.13,832.96,2.93,3.0,218.38,174.91,15.37,21.15,6.07,0
437.22,860.7,3.57,3.16,233.56,194.14,16.71,26.3,5.02,0
423.79,854.27,3.58,3.49,233.57,182.38,19.25,23.34,5.31,0
437.77684092312796,880.0624003633665,2.1369496053053876,3.598117196728567,248.3438983012155,196.40233037646686,17.49703524916646,23.58429014725484,5.354779643613166,0
427.72,875.94,2.73,3.16,228.21,172.11,19.1,25.6,4.99,0
439.5,839.12,3.71,2.42,230.25,190.22,15.83,22.13,5.69,0
426.36,857.92,2.16,3.04,220.69,176.85,19.15,25.03,4.68,0
428.9,849.59,4.03,2.79,226.09,166.31,19.39,25.01,4.62,0
434.62,863.78,2.36,2.96,220.87,167.32,18.36,23.7,4.91,0
439.15,847.14,4.15,2.41,223.19,170.54,20.08,23.47,5.09,0
418.61,846.78,1.68,3.28,226.72,182.24,16.96,24.0,4.88,0
438.05,849.46,1.35,4.1,226.71,181.01,18.45,23.79,5.68,0
436.07,868.56,1.58,3.32,223.24,176.93,18.29,24.12,5.39,0
441.7,844.87,3.36,3.87,230.71,184.67,19.39,25.48,4.57,0
433.32,859.53,3.64,2.9,235.58,190.45,18.76,23.56,4.27,0
429.72,844.72,2.61,2.92,231.35,185.67,17.24,24.25,5.07,0
415.88,850.04,2.3,2.6,220.97,176.59,17.67,24.78,3.5,0
427.14,841.41,2.95,2.52,240.56,191.41,16.83,22.71,4.76,0
424.89,858.96,3.44,1.42,220.04,192.58,20.88,26.28,4.87,0
431.82,871.75,3.84,3.22,227.88,172.09,18.25,25.08,4.99,0
432.01,850.92,2.21,3.32,223.34,178.11,17.41,21.35,3.79,0
423.25,871.99,2.15,2.08,240.49,188.75,19.39,25.91,4.93,0
435.2,841.55,3.95,2.47,242.46,199.25,18.06,24.43,4.66,0
426.32,855.34,2.78,2.69,227.03,183.56,19.48,24.67,4.61,0
430.11,849.72,2.65,3.02,228.58,178.93,17.02,23.37,4.41,0
434.84,823.07,3.38,3.03,228.3,193.62,17.36,21.76,4.93,0
428.28,856.62,4.16,2.42,230.43,179.92,19.8,24.44,4.97,0
421.47,812.81,3.08,2.31,223.54,177.85,20.07,22.79,5.84,0
426.58,845.88,1.87,2.24,222.63,177.21,16.17,22.77,4.64,0
429.75,861.46,2.91,2.54,226.71,181.28,17.95,23.04,5.16,0
434.4,867.98,3.97,2.36,241.1,199.78,18.36,25.51,5.12,0
418.78,839.44,2.26,3.09,231.3,177.18,18.38,24.05,4.88,0
438.56,857.19,2.66,1.58,231.88,185.04,18.65,22.17,3.99,0
436.07,852.58,2.99,3.74,226.3,186.29,16.85,22.24,5.71,0
434.87,852.24,3.02,3.32,222.2,183.55,19.63,25.57,5.07,0
425.46,860.64,2.72,3.86,231.9,183.27,18.27,24.24,5.1,0
432.58,846.82,4.3,2.46,229.13,184.06,17.14,23.74,4.83,0
427.22,865.06,1.06,3.28,246.23,201.45,19.8,25.87,5.68,0
446.45,863.26,2.08,1.98,228.61,179.73,17.0,25.5,4.62,0
432.29,862.84,2.19,2.34,233.4,184.55,17.58,24.81,5.13,0
424.07,843.04,2.26,3.67,228.28,184.79,17.72,22.37,4.95,0
428.81,854.99,2.79,1.83,233.66,194.74,19.2,25.83,4.96,0
423.37,856.74,3.12,2.75,232.31,180.36,17.5,22.3,4.43,0
442.99,829.88,2.52,3.88,242.53,197.81,18.36,22.76,4.44,0
442.66,862.25,3.05,1.95,232.24,191.03,16.16,22.22,4.55,0
418.7,883.84,1.11,2.37,228.55,184.77,18.7,26.57,5.23,0
418.28,839.3,3.61,4.07,214.49,176.76,20.25,25.09,4.74,0
416.22,831.86,2.69,3.52,220.83,178.48,17.17,21.25,4.47,0
429.0,852.07,2.81,3.53,226.86,185.69,19.05,24.21,5.12,0
428.35,850.76,3.28,3.39,232.63,188.55,16.89,24.58,4.33,0
411.14,841.08,2.65,3.56,230.21,182.47,16.43,24.31,4.58,0
439.37,854.84,3.05,2.4,232.67,183.57,17.15,22.78,5.43,0
454.41988912642466,843.5195924624968,2.1045138194972806,1.2693643970613635,228.4158130251095,181.0401376564492,16.45074290845807,24.56374322727318,4.695189441484284,0
425.61,851.91,3.49,3.77,217.71,177.34,18.1,22.71,5.99,0
429.21,871.77,2.89,2.28,239.19,190.55,19.7,25.11,4.87,0
413.71,868.06,4.44,2.08,215.81,173.25,20.26,27.75,4.99,0
450.49,846.5,3.95,2.14,215.93,169.94,19.46,24.35,4.3,0
427.56,850.32,3.15,3.07,231.21,183.66,17.75,23.88,4.43,0
406.63,842.31,4.19,3.91,224.16,173.22,19.27,24.0,4.62,0
437.31,879.48,3.91,3.74,228.74,178.63,19.1,25.56,5.25,0
420.64,866.7,4.01,2.94,225.95,181.86,20.5,24.31,4.77,0
432.07,841.48,1.95,2.72,226.69,182.67,18.41,24.66,5.38,0
422.88,866.43,2.64,3.07,232.04,196.03,18.13,23.55,4.45,0
442.3,850.25,2.67,3.44,219.59,180.16,19.0,24.42,5.33,0
429.37,848.32,2.9,2.68,235.39,193.63,19.98,25.41,4.74,0
423.81,837.05,2.36,4.07,227.34,182.37,20.15,26.0,5.37,0
424.52,839.41,2.34,3.48,230.09,178.49,18.04,24.13,5.56,0
425.26,860.62,3.65,3.04,231.21,184.81,16.56,23.33,4.86,0
417.92,862.25,3.72,4.82,222.23,168.99,18.42,24.58,5.92,0
436.24,856.15,4.31,2.75,222.84,174.3,18.96,24.79,5.17,0
415.97,839.27,3.33,2.49,234.1,190.51,19.38,21.13,5.12,0
431.38,869.58,2.19,2.06,219.42,171.37,17.45,24.49,5.29,0
420.35,849.34,2.29,2.76,220.25,173.39,20.63,25.07,5.58,0
429.28,844.52,2.36,3.2,234.21,187.97,20.71,24.47,4.58,0
431.1,870.69,3.9,2.58,221.18,169.54,17.22,22.89,4.95,0
434.62,838.02,3.03,2.96,232.23,184.98,18.82,24.02,5.04,0
428.63,824.41,4.17,2.58,238.54,201.15,16.84,21.06,4.4,0
429.57,876.97,3.47,2.96,225.89,188.57,19.68,26.83,4.85,0
448.22,851.54,4.06,3.29,228.1,183.76,17.31,22.36,5.66,0
454.07,866.13,3.54,2.19,237.59,186.59,17.79,23.06,5.31,0
433.97,874.92,3.96,3.48,223.56,177.46,20.07,27.19,4.22,0
426.3,854.05,2.44,2.56,217.95,174.19,16.35,24.76,5.62,0
436.41,846.09,4.04,3.52,236.74,186.52,20.23,22.47,4.95,0
430.31,836.28,3.5,1.95,219.79,174.58,18.33,23.91,4.77,0
416.97,842.12,3.39,2.71,229.64,182.11,16.77,22.49,5.17,0
428.88,860.59,8.82,8.86,234.16,199.64,18.94,34.74,5.47,1
424.16,869.21,3.02,3.65,224.37,188.94,19.04,27.21,4.93,0
422.39,834.64,3.22,2.77,249.15,200.92,19.17,23.42,4.51,0
436.55,857.02,2.44,3.01,222.73,173.59,16.73,24.45,5.01,0
449.45,848.85,2.25,3.18,225.08,180.95,19.16,23.43,4.72,0
423.78,848.52,2.47,2.83,238.0,183.92,18.46,24.84,5.11,0
426.95,873.41,4.46,2.68,226.53,181.17,18.0,26.7,4.14,0
444.03,859.23,1.97,4.09,229.34,181.56,21.22,27.16,4.66,0
421.83,817.73,2.51,1.79,230.14,187.08,15.61,21.97,5.61,0
436.36,870.66,3.61,3.38,236.0,188.72,19.12,26.98,3.87,0
400.0,829.59,2.58,3.3,218.93,172.88,20.05,23.88,4.84,0
440.71,850.95,3.79,4.01,230.96,188.4,20.89,26.13,5.79,0
438.4,829.37,4.55,3.35,216.19,181.5,15.36,21.39,5.83,0
434.46,853.47,3.27,1.75,225.97,183.97,17.69,23.73,4.37,0
422.25,830.41,2.79,3.32,230.57,183.23,18.88,22.53,4.94,0
433.91,852.47,1.77,4.06,232.44,183.51,17.48,23.05,5.89,0
428.14,857.21,3.05,3.38,222.79,181.89,17.69,21.86,5.16,0
427.29,875.57,4.1,3.11,223.4,175.87,18.27,24.93,4.5,0
430.03,856.89,3.37,2.34,236.28,199.1,17.19,25.21,4.61,0
431.32,870.85,2.94,3.77,237.85,196.34,20.4,25.23,4.72,0
434.82,856.85,2.54,2.64,234.05,194.85,19.02,25.0,4.73,0
421.31,821.48,1.74,3.95,225.17,179.69,17.67,24.73,5.73,0
434.8,840.75,4.71,3.76,239.0,198.65,16.35,24.15,4.54,0
430.08,855.95,2.6,2.47,242.91,186.27,20.85,26.5,5.04,0
423.57,858.55,2.92,3.09,229.92,192.07,16.88,25.34,4.91,0
431.17,821.78,1.92,3.31,239.07,181.41,15.69,20.19,4.76,0
432.41,863.45,2.89,4.94,231.89,179.18,16.77,23.35,4.96,0
426.59,860.45,2.76,3.08,237.15,187.31,17.17,25.91,5.73,0
445.2,852.12,3.35,3.44,224.02,174.74,17.99,24.72,5.28,0
426.29,843.99,2.99,2.76,232.24,192.73,18.97,24.41,5.63,0
450.93,817.9,3.4,1.74,238.65,198.12,17.9,22.86,5.02,0
425.65,862.02,2.27,2.99,231.95,190.66,20.98,24.71,5.31,0
416.69,852.09,3.07,2.82,234.14,185.86,18.01,24.05,5.28,0
432.4,859.05,2.15,3.22,213.16,172.75,19.15,25.96,5.72,0
422.85,848.56,1.95,1.58,211.17,176.18,18.56,21.11,4.98,1
427.64,846.42,3.76,3.15,216.63,184.57,18.76,24.04,4.96,0
449.55,826.36,1.83,3.38,231.68,183.2,15.02,20.95,4.13,0
411.62,864.0,3.28,3.67,236.44,185.64,19.64,26.41,4.69,0
430.78,853.11,1.75,2.3,214.7,174.96,19.58,25.77,4.71,0
420.44,827.52,3.73,3.12,235.37,194.17,17.67,21.58,4.3,0
418.88,851.76,2.78,3.12,222.55,181.49,18.0,22.56,5.46,0
424.22,868.88,3.62,3.14,235.46,181.47,17.48,24.27,4.82,0
417.30047132388614,845.2351325490631,2.8401299169554037,2.7266003741644416,235.72422664742712,187.17455442594465,18.00665244258515,22.51544994756281,4.416258360673025,0
422.7,840.69,4.63,3.04,226.02,186.59,18.49,24.27,5.29,0
431.48,862.0,1.98,1.99,236.15,184.88,18.61,24.35,4.89,0
418.63,857.87,2.24,3.43,226.88,180.47,16.34,25.27,3.97,0
444.48,846.5,3.47,4.77,228.98,185.19,18.51,22.95,5.89,0
432.08,857.64,2.12,2.64,226.63,174.89,15.2,22.42,4.16,0
421.85,824.18,2.42,3.73,227.63,186.86,17.6,23.06,5.08,0
430.32,855.19,2.42,3.86,230.45,186.16,18.09,25.64,5.26,0
411.28,846.47,2.1,2.77,219.02,168.48,17.07,24.15,5.04,0
426.45,850.15,3.61,3.96,240.16,202.86,16.97,22.85,6.22,0
434.14,832.84,3.16,2.5,225.17,176.45,19.54,24.87,4.13,0
437.49,839.14,4.01,3.38,229.16,179.36,17.28,22.76,5.36,0
437.14,868.78,2.26,3.13,218.72,176.37,19.53,26.38,5.24,0
440.48,875.85,3.55,2.06,230.82,180.67,19.68,25.65,4.73,0
437.2,820.91,2.72,1.82,230.47,172.6,15.97,20.6,5.05,0
424.33,848.35,2.15,3.72,229.96,187.05,15.8,25.03,5.27,0
428.3,865.27,3.83,2.34,225.19,186.06,18.62,25.13,5.43,0
444.43,848.28,3.45,2.06,227.06,181.22,18.82,24.06,4.08,0
433.33,864.79,2.16,2.54,230.66,181.29,15.0,23.11,4.78,0
433.31,843.07,1.58,2.54,233.58,190.32,18.31,24.83,4.28,0
406.43,865.66,3.41,3.53,238.31,192.73,19.76,25.11,4.96,0
429.04,831.26,3.6,3.26,220.58,176.87,18.77,22.58,5.82,0
423.38,853.67,3.11,3.66,228.95,178.06,16.7,23.63,5.6,0
450.1,888.39,1.86,3.57,235.65,187.07,17.59,28.3,5.19,0
429.54,861.28,3.36,2.8,233.17,190.49,17.72,25.01,4.35,0
424.57374601463835,851.8764487466962,3.355077982749239,3.195836425658544,242.6161940208827,186.27756420670934,18.69874675903294,23.977276642552457,5.055818453644661,0
445.79,895.56,1.52,2.8,228.94,183.2,19.89,26.51,4.96,1
433.26,832.09,2.63,3.96,225.84,187.07,20.93,24.22,5.16,0
444.2,834.81,2.75,3.46,225.8,182.93,18.09,23.55,4.62,0
420.18,858.7,3.0,1.7,229.63,185.86,18.89,24.0,5.81,0
417.39,856.0,2.87,4.31,234.68,185.78,18.11,23.26,5.11,0
431.66,846.79,3.96,2.02,227.41,174.92,20.22,25.27,5.46,0
452.82,847.52,1.94,2.54,226.79,178.21,15.05,24.81,3.93,0
439.05,832.24,2.79,2.11,219.35,172.79,19.11,24.51,5.84,0
429.09,850.02,3.16,2.95,240.18,191.1,16.4,23.87,5.44,0
439.43,848.54,3.01,3.7,240.25,187.58,17.52,24.63,4.4,0
425.6,851.97,2.87,2.42,222.36,184.26,15.4,24.83,4.2,0
426.1,852.15,4.26,3.52,230.92,183.68,17.67,24.76,5.14,0
424.56,840.76,3.13,1.22,226.33,176.28,19.63,23.57,4.38,0
418.62,842.51,3.11,2.53,245.59,197.84,18.57,25.53,4.44,0
435.77,822.99,1.68,2.5,231.74,188.33,17.18,20.51,5.28,0
432.89,854.31,1.61,3.8,233.71,190.72,19.63,24.75,5.32,0
419.95,839.04,2.55,2.47,239.11,199.48,17.28,22.72,5.41,0
429.49,869.0,3.24,3.09,240.71,196.3,18.05,24.27,5.73,0
431.41,887.23,4.22,2.7,240.82,191.61,19.73,26.07,4.8,0
433.91,836.91,4.78,2.97,230.97,185.26,19.32,24.39,5.35,0
426.35,841.54,2.37,3.03,232.92,193.13,18.1,22.25,6.48,0
427.62,850.11,2.93,1.95,233.17,188.1,20.21,24.6,5.71,0
431.83,818.3,3.75,3.0,225.97,187.15,18.17,23.4,4.98,0
434.31,865.58,2.19,2.66,231.61,186.55,18.66,24.11,5.62,0
440.26,881.67,3.69,2.43,226.49,177.34,19.91,26.2,5.32,0
429.51,841.35,2.52,2.52,237.68,194.25,19.21,22.56,4.3,0
446.61,883.27,3.45,3.96,224.35,175.93,19.29,23.05,5.35,0
429.52,833.45,2.12,3.07,237.51,188.67,18.53,24.66,4.57,0
430.47,831.35,3.19,3.02,227.96,184.41,17.36,20.53,5.14,0
433.82,846.78,2.86,3.87,230.66,182.04,16.29,24.59,4.84,0
433.12,857.27,2.17,2.91,231.18,184.06,18.62,25.14,4.94,0
424.16,824.08,2.66,1.64,218.95,175.58,17.56,23.29,5.57,0
421.02,849.26,2.89,2.88,234.94,186.63,15.0,23.12,5.07,0
416.04,851.47,2.26,2.14,225.17,183.8,20.29,26.22,5.78,0
428.7,819.87,3.52,3.04,218.07,177.37,15.97,21.01,4.94,0
439.85,860.8,2.49,2.31,228.59,192.83,19.86,25.52,5.59,0
409.64,812.27,7.39,7.94,234.94,183.31,20.08,28.93,5.38,1
428.87,847.26,2.86,3.43,220.87,177.34,17.92,24.19,5.27,0
435.32,850.03,2.67,3.96,242.06,197.33,18.22,23.64,5.47,0
422.47,870.09,4.13,2.13,223.2,176.85,15.61,24.21,4.86,0
437.59,880.3,2.31,1.93,232.89,189.37,18.58,26.43,5.05,0
429.56,844.24,2.4,4.26,236.31,186.2,16.88,24.0,5.63,0
438.45,857.91,3.29,4.05,230.94,182.31,18.33,23.07,5.13,0
431.55,850.82,2.36,1.31,241.42,194.93,15.51,22.91,5.04,0
440.08,848.45,2.06,2.91,244.21,202.44,18.17,23.75,4.87,0
424.87,854.98,4.08,3.68,239.44,186.75,17.01,24.56,5.08,0
428.56,842.04,3.41,2.28,231.6,191.61,17.56,23.38,4.69,0
439.43,859.93,3.11,2.17,236.08,183.7,18.02,23.35,4.94,0
419.88,848.53,3.97,2.01,234.09,186.39,19.17,22.76,5.37,0
415.83,827.95,4.27,2.92,236.15,182.26,18.24,21.46,4.66,0
424.94,848.99,4.35,1.73,170.27,172.66,20.71,24.14,4.81,1
414.7,856.47,1.88,2.85,230.51,181.64,19.2,25.53,5.6,0
426.34,839.64,4.05,3.73,238.62,180.11,17.56,22.0,4.92,0
424.25,870.26,3.05,2.67,238.11,184.82,21.93,25.03,4.67,0
434.92,850.95,3.48,2.08,233.74,186.09,18.99,24.1,5.62,0
432.69,862.52,2.94,2.36,219.89,176.15,19.23,24.06,5.35,0
425.1,846.4,2.74,2.52,225.43,182.62,17.15,23.75,5.0,0
446.73,870.91,2.87,2.86,228.05,177.37,17.96,26.9,5.55,0
424.42,861.4,3.53,3.09,224.86,184.02,19.31,23.64,5.21,0
433.36,868.32,2.68,2.98,220.13,171.73,17.13,25.78,5.01,0
426.35,850.1,2.46,2.15,171.66,141.72,18.81,23.46,5.28,1
427.62,847.37,2.48,3.53,244.61,191.07,15.0,22.01,4.97,0
423.6,828.64,3.15,3.13,217.49,159.74,21.83,23.29,5.04,0
433.74,838.42,2.3,2.26,231.53,191.33,19.59,23.01,4.85,0
432.29,844.64,2.29,3.55,229.56,184.95,19.73,23.98,3.63,0
416.3,856.18,1.97,4.09,235.4,200.83,17.82,24.1,5.09,0
433.1,847.81,6.98,6.92,241.85,201.62,21.13,29.75,4.35,1
431.58,853.38,1.45,2.66,226.61,176.96,19.21,25.53,4.79,0
433.42,833.55,2.64,3.17,228.34,187.28,16.54,21.02,4.91,0
419.3,868.21,2.42,2.74,242.48,190.73,17.72,24.41,5.07,0
443.8422150204615,840.5979743034301,2.328950065998691,2.8716403922681533,233.35292359379508,180.58592968850425,18.306312309293055,23.973797388346437,6.1315905446189705,0
476.0,846.49,2.24,1.34,229.75,170.74,19.59,20.47,5.29,1
445.73,837.07,2.65,3.72,229.2,187.35,21.62,25.5,5.56,0
438.05,864.69,2.84,3.67,229.21,179.9,18.69,25.91,5.36,0
445.22,846.37,4.27,2.8,233.84,192.79,20.83,26.03,5.11,0
451.65,824.86,1.82,4.14,222.72,166.27,17.19,23.44,3.58,0
422.41,877.95,1.46,2.55,234.59,179.77,18.56,23.37,4.89,0
445.75,866.84,3.67,3.57,226.48,180.6,16.63,23.91,6.5,0
428.51,825.79,6.05,6.53,241.54,190.89,19.29,25.57,6.77,1
423.28,863.48,2.65,3.2,218.24,171.96,19.23,25.33,4.94,0
443.25,864.48,2.91,2.46,226.19,166.33,20.39,28.01,4.27,0
426.57,854.14,6.08,11.73,241.15,184.73,18.95,30.72,5.15,1
441.58,835.93,3.57,3.64,218.65,178.46,15.0,23.03,5.15,0
415.83,845.46,4.48,3.1,229.41,182.76,18.27,25.18,5.13,0
439.27,835.46,3.07,1.96,219.5,179.36,15.0,23.62,3.59,0
428.2,832.62,3.79,4.54,217.63,168.02,16.26,22.77,5.39,0
425.17,860.78,2.38,3.13,225.42,186.77,19.55,25.54,5.82,0
437.37,887.1,2.35,2.8,229.93,183.68,18.47,24.14,4.95,0
431.46,861.13,3.98,3.54,230.24,176.4,18.19,23.87,4.73,0
430.46,856.29,2.41,3.53,225.57,182.07,16.14,23.52,5.92,0
438.29,828.34,2.89,3.18,223.62,187.06,18.64,22.4,5.58,0
434.46,851.95,3.32,2.92,231.85,176.22,18.47,23.42,4.78,0
429.14,857.75,1.83,3.04,235.99,187.47,18.86,25.9,4.14,0
428.22,830.3,2.96,4.09,224.16,175.16,19.41,22.63,3.76,0
434.34,833.5,2.97,3.38,238.16,188.9,17.59,23.3,5.02,0
427.07,832.12,3.22,3.35,225.9,175.8,18.37,23.81,5.07,0
433.85,869.16,4.07,2.21,235.86,186.03,17.34,23.18,4.97,0
419.01,843.69,2.62,2.05,236.08,184.23,16.34,22.81,5.28,0
444.57,857.03,2.75,3.33,230.1,184.3,17.27,23.36,6.07,0
433.99,870.69,2.39,3.13,237.78,193.37,19.37,24.27,4.95,0
425.36,869.6,3.22,2.21,229.46,183.1,18.04,26.67,5.36,0
415.23,840.92,3.04,3.17,219.06,167.75,20.76,23.34,5.39,0
428.17,870.9,3.85,3.2,231.9,183.67,19.69,25.74,4.76,0
447.35,833.0,2.47,2.87,228.72,183.5,17.56,22.88,4.34,0
441.49,831.24,2.45,3.59,221.7,182.11,19.53,24.22,4.1,0
437.78,855.15,3.55,1.4,234.14,201.05,16.97,25.56,4.88,0
440.52,865.54,1.57,2.72,232.73,183.03,19.64,26.49,5.57,0
414.17,854.57,3.58,3.26,237.41,192.05,18.11,25.68,4.48,0
452.39,835.26,2.75,2.69,232.42,189.28,19.28,24.57,4.5,0
439.64,862.66,3.39,2.74,230.04,188.35,17.04,23.2,5.56,0
426.62,841.17,3.67,3.72,236.58,197.2,16.95,23.82,5.03,0
430.94,862.08,4.88,2.48,232.22,184.97,19.95,23.61,5.08,0
413.8,845.82,2.56,2.48,232.8,192.68,15.0,22.84,4.77,0
430.11,841.71,2.41,2.45,226.17,181.6,16.51,20.8,4.96,0
417.06,862.61,2.24,3.43,237.51,184.67,17.77,25.42,4.37,0
418.75,842.27,2.76,4.03,229.85,174.63,18.74,24.74,4.32,0
425.67,887.47,2.83,3.0,244.18,192.28,18.14,25.83,4.4,0
437.91,854.58,2.87,3.18,229.19,176.55,17.34,24.88,5.1,0
429.38,856.85,3.5,3.69,225.14,178.2,19.42,26.2,5.11,0
420.69,838.54,3.57,2.29,236.9,179.08,16.51,22.92,5.46,0
422.34,877.61,2.25,3.16,231.08,183.47,15.77,24.77,4.98,0
430.92,834.85,3.35,3.44,233.12,186.75,18.91,21.57,5.55,0
419.26,834.4,2.93,3.3,232.16,188.07,18.98,23.02,4.58,0
439.03,848.99,2.91,1.65,231.86,176.12,19.44,25.52,4.84,0
433.45,842.78,1.67,2.61,209.52,158.5,18.44,25.04,5.0,0
447.86,835.47,2.35,4.64,226.92,180.04,19.09,25.92,4.42,0
426.33,837.69,8.81,10.84,225.55,179.45,18.25,29.07,4.37,1
419.77,830.46,2.53,3.89,228.86,189.59,18.8,23.24,5.18,0
440.82,876.3,4.19,3.01,236.42,188.33,16.81,24.24,5.71,0
436.22,840.34,4.66,2.85,226.95,188.52,21.11,24.02,6.09,0
429.91,868.76,3.19,1.77,228.23,186.31,19.0,25.84,5.29,0
439.08,866.89,4.02,2.96,235.16,183.57,18.41,25.57,5.3,0
434.08,870.46,3.31,2.03,241.17,187.7,16.09,25.59,4.9,0
427.03,825.74,3.23,2.23,241.08,194.43,18.35,22.46,5.08,0
437.32,805.84,3.04,4.64,220.03,173.42,18.44,21.87,5.42,0
432.82,857.04,3.34,2.57,221.49,175.51,17.74,23.71,5.43,0
408.46,862.5,3.75,2.47,229.37,187.28,18.77,23.93,5.08,0
443.47,831.48,2.56,1.93,229.71,189.68,20.13,26.35,5.45,0
433.68,837.59,3.12,2.48,214.22,167.5,17.53,25.18,4.79,0
443.83,855.78,2.95,3.32,222.87,177.91,15.0,24.13,4.53,0
437.05,840.36,2.5,3.87,240.48,198.83,18.32,24.93,5.01,0
426.25,869.33,2.77,2.23,227.35,172.64,16.31,24.27,5.44,0
411.08,827.78,2.34,2.34,227.72,180.92,18.54,23.01,5.0,0
423.69,849.61,3.21,3.27,206.51,164.56,20.19,20.95,3.66,1
438.65,832.43,1.92,1.43,237.54,186.11,19.59,22.54,4.92,0
438.07,834.98,2.83,2.76,229.85,182.63,16.4,22.41,4.87,0
442.33,843.16,1.51,3.09,236.33,189.83,18.3,23.31,5.35,0
414.15,849.78,3.76,2.46,238.95,186.03,17.17,22.74,4.62,0
437.47,814.27,2.95,3.25,221.28,188.8,17.4,23.16,5.2,0
416.72,848.63,3.37,3.04,235.7,186.66,16.89,22.2,4.61,0
430.52,857.87,2.83,2.99,239.5,189.33,17.58,24.15,5.64,0
442.21,843.59,3.63,2.69,224.8,190.95,17.17,22.22,5.65,0
440.02,831.92,2.99,2.44,225.13,181.97,16.81,23.22,4.41,0
419.41,851.4,3.11,2.45,229.16,187.61,17.39,21.18,5.4,0
421.55,821.32,3.12,2.45,224.13,183.46,21.34,25.32,5.45,0
453.15,845.68,6.7,9.47,226.98,179.05,22.13,31.04,4.51,1
426.72,841.55,4.86,3.08,230.95,184.14,18.84,23.81,4.7,0
439.28,847.36,3.33,3.47,232.14,192.27,15.73,22.0,4.81,0
420.37,877.78,3.38,3.06,218.89,176.96,15.76,23.22,4.7,0
442.68,842.42,3.38,3.71,226.9,193.15,17.77,24.73,4.66,0
425.08,818.75,2.31,2.04,233.33,184.84,16.26,20.52,4.58,0
424.89,840.74,2.63,3.1,223.89,180.67,17.67,22.77,5.09,0
423.92,870.97,1.87,2.8,226.15,175.85,15.0,24.23,4.45,0
432.33,850.93,2.53,3.03,216.92,161.93,18.26,25.91,4.96,0
439.41,859.65,4.21,3.66,230.69,183.06,18.38,24.86,5.36,0
420.47,866.7,3.89,3.27,235.06,183.38,18.17,22.87,4.9,0
435.1,828.38,4.09,2.33,219.85,179.38,16.9,24.99,4.11,0
423.72,852.11,2.13,2.98,223.62,180.91,17.14,23.14,4.27,0
434.56,874.69,3.5,3.63,238.61,184.95,17.86,25.55,4.27,0
416.74,839.53,3.96,3.25,231.53,185.49,17.26,23.09,5.4,0
424.23,860.6,1.69,2.21,223.11,175.83,15.85,21.68,5.13,0
441.96,857.55,3.28,4.31,241.49,201.93,17.79,24.81,4.9,0
432.73,832.27,3.26,4.38,222.72,178.61,17.0,23.62,5.23,0
422.58,843.22,3.66,3.89,235.83,193.28,22.21,23.64,6.13,0
432.25,850.59,3.26,2.57,226.05,182.58,16.98,23.6,5.04,0
