lot_id,api_pct,citrate_buffer_pct,citric_acid_pct,sweetener_pct,preservative_pct,water_ph,prev_lot_ph,mixing_temp_c,mixing_time_min,agitation_rpm,addition_order,final_ph,lot_approved
277,3.01,3.99,1.81,25.0,0.72,6.09,4.94,19.91,17.77,300.0,3,3.73,0
278,1.0,2.55,1.55,23.3,0.61,6.59,4.22,15.0,29.3,300.0,1,3.95,0
279,1.0,4.71,0.89,25.0,1.0,6.99,5.79,34.32,57.79,300.0,1,4.2,0
280,5.0,2.24,1.63,17.25,0.75,6.79,5.36,17.74,29.05,300.0,1,4.21,0
281,3.3,1.58,1.2,25.0,0.26,6.75,5.74,21.25,46.71,300.0,1,5.15,1
282,1.52,2.23,0.81,11.61,0.35,6.77,4.14,17.8,52.09,124.9,3,4.72,1
283,1.5,3.85,0.5,25.0,0.22,7.0,4.59,27.67,32.02,168.2,2,4.07,0
284,3.86,4.76,0.5,5.0,0.8,6.51,5.46,23.12,57.83,300.0,3,4.85,1
285,2.84,1.85,1.21,5.0,0.5,6.16,4.05,27.18,52.83,224.3,1,4.18,0
286,2.83,4.3,0.5,7.24,0.32,6.1,4.97,34.33,54.94,300.0,2,4.58,0
287,2.07,2.49,0.57,20.11,0.61,7.44,5.58,33.29,23.92,300.0,3,5.17,1
288,3.35,2.56,0.64,12.1,0.47,6.11,4.18,33.31,60.0,300.0,3,4.79,1
289,4.57,1.87,0.56,10.14,0.16,6.58,5.73,29.33,26.04,289.5,1,5.03,1
290,3.13,3.2,1.76,11.57,0.51,7.07,4.45,25.39,23.38,236.5,3,3.38,0
291,1.69,2.62,0.98,20.19,0.93,6.81,4.21,15.81,45.58,255.9,3,4.69,1
292,3.99,4.35,0.87,25.0,0.98,6.6,4.57,23.93,5.63,135.6,3,3.26,0
293,4.49,4.1,0.64,25.0,0.34,6.39,4.57,35.0,25.62,194.9,2,3.33,0
294,4.32,1.48,1.93,10.73,0.45,6.0,5.06,24.29,57.89,300.0,2,4.03,0
295,2.73,1.62,0.83,25.0,0.93,7.25,4.44,16.96,22.8,284.2,2,4.68,1
296,1.22,1.86,0.79,25.0,0.2,6.6,5.48,29.35,47.0,137.4,2,4.93,1
297,1.28,4.17,1.48,14.51,0.28,6.99,4.08,34.53,53.0,300.0,1,3.62,0
298,1.0,2.55,0.85,25.0,0.11,6.66,4.27,19.86,38.31,300.0,1,4.63,1
299,1.0,4.83,1.42,13.84,0.33,6.75,4.43,21.99,33.11,300.0,1,3.62,0
300,1.0,4.87,0.5,25.0,0.84,6.67,3.96,19.85,36.9,295.1,3,4.41,0
301,1.0,4.04,0.85,25.0,0.95,7.2,4.0,17.32,27.39,110.3,2,3.28,0
302,4.19,2.45,1.75,13.72,0.88,6.23,4.71,16.33,40.27,300.0,2,3.81,0
303,2.15,4.39,0.71,18.19,0.4,7.0,5.36,17.1,9.79,300.0,3,4.03,0
304,1.49,3.51,1.2,10.48,0.39,6.23,5.39,29.09,27.5,300.0,1,4.39,0
305,4.9,2.28,1.55,10.12,0.18,7.38,4.42,30.32,42.69,300.0,2,4.16,0
306,4.88,1.36,0.6,17.77,0.41,6.35,5.03,15.94,50.04,300.0,3,5.62,1
307,2.85,2.71,0.64,16.04,0.18,6.55,4.92,20.43,53.76,300.0,3,5.01,1
308,1.0,3.75,0.68,25.0,0.41,6.88,4.68,24.1,40.32,300.0,2,4.51,1
309,1.94,0.63,1.14,8.71,0.89,6.09,4.74,20.91,59.78,300.0,3,4.99,1
310,4.73,4.29,0.53,8.05,0.9,7.44,4.27,25.75,41.82,300.0,2,4.47,0
311,4.6,2.09,0.5,25.0,0.54,6.64,4.36,31.33,56.28,300.0,3,5.04,1
312,2.32,4.21,0.62,25.0,0.35,6.1,4.68,30.78,23.33,300.0,3,4.41,0
313,1.89,1.84,1.67,9.73,0.43,6.97,5.86,16.61,54.33,300.0,1,4.92,1
314,5.07,3.94,1.13,25.0,0.39,6.51,4.39,34.1,24.39,188.0,2,3.35,0
315,2.63,2.69,0.5,25.0,0.68,6.54,4.49,34.58,5.0,300.0,1,4.37,0
316,4.95,4.52,1.02,25.0,0.9,6.18,5.15,23.56,27.38,300.0,1,4.21,0
317,4.92,5.0,1.76,8.12,0.47,6.31,5.55,22.3,16.92,300.0,3,3.41,0
318,4.56,4.29,0.83,25.0,0.92,6.96,4.74,19.22,7.89,288.2,1,3.56,0
319,4.51,4.5,0.67,19.39,0.59,5.98,4.99,19.02,45.45,300.0,3,4.65,1
320,2.4,2.28,0.85,8.97,0.77,5.96,4.57,20.57,53.93,300.0,1,4.94,1
321,1.0,2.52,0.94,12.29,0.45,6.69,4.98,24.75,38.15,300.0,2,4.46,1
322,2.16,4.03,0.5,25.0,0.28,6.63,5.51,19.02,16.97,272.7,1,4.49,0
323,3.24,2.24,0.5,7.12,0.15,7.2,5.0,30.68,10.29,300.0,3,5.23,1
324,2.87,1.79,2.03,6.2,0.54,6.55,4.11,18.65,48.26,187.4,1,3.57,0
325,3.08,1.48,0.8,16.23,0.78,6.14,5.12,28.29,10.43,300.0,3,5.02,1
326,2.16,3.94,0.5,11.05,0.61,7.2,5.92,34.0,44.46,300.0,1,5.16,1
327,1.72,1.44,1.38,25.0,0.31,6.81,5.45,31.42,29.89,85.4,3,4.76,1
328,3.22,3.15,1.56,25.0,0.83,6.89,5.37,18.09,49.65,124.6,3,4.09,0
329,1.1,3.43,1.92,25.0,0.28,6.2,4.24,28.36,52.11,300.0,3,3.51,0
330,3.91,3.37,0.91,7.06,1.0,6.74,4.99,21.72,25.97,300.0,2,4.29,0
331,1.03,3.78,0.5,11.98,0.51,6.74,5.17,21.84,7.97,300.0,3,4.6,1
332,5.13,1.85,0.96,11.06,0.96,6.56,4.34,17.07,9.52,300.0,2,4.53,1
333,1.9,3.02,1.57,25.0,0.45,6.4,4.07,16.2,18.09,300.0,1,4.0,0
334,1.0,3.51,0.5,25.0,0.56,6.35,4.83,21.75,54.82,300.0,3,5.11,1
335,1.14,2.35,0.91,25.0,0.95,6.23,4.74,19.07,20.06,300.0,1,4.59,1
336,2.51,3.32,0.63,25.0,0.18,5.98,5.07,19.57,35.32,300.0,3,4.58,1
337,4.81,1.22,0.74,12.84,1.0,6.87,4.37,22.03,38.06,300.0,2,5.3,1
338,3.8,2.59,1.61,9.49,0.53,6.1,4.12,19.34,11.66,300.0,2,3.41,0
339,2.43,2.22,0.5,22.75,0.18,6.11,4.71,33.68,25.7,300.0,1,4.86,1
340,3.32,3.19,1.74,25.0,0.23,6.64,4.08,15.0,15.57,300.0,1,3.4,0
341,1.0,3.8,1.42,25.0,0.64,7.3,4.08,33.29,23.07,300.0,2,3.34,0
342,1.08,3.98,1.27,22.83,0.2,6.85,4.39,35.0,57.76,300.0,1,4.24,0
343,4.68,2.25,1.23,25.0,0.92,7.02,5.63,22.13,17.97,300.0,3,4.54,1
344,2.47,3.87,1.39,25.0,0.29,7.15,4.79,33.6,20.41,123.4,3,3.29,0
345,1.06,2.02,0.5,25.0,1.0,7.23,5.12,17.59,14.26,300.0,2,5.35,1
346,3.54,1.0,1.28,25.0,0.83,6.14,4.85,26.87,10.41,300.0,2,4.23,0
347,3.3,1.56,0.5,25.0,0.66,6.24,4.27,26.66,50.06,222.1,2,4.83,1
348,4.6,2.75,2.12,18.58,0.77,6.48,5.93,35.0,57.44,300.0,3,4.0,0
349,4.2,3.53,0.78,9.27,0.83,7.22,5.89,15.54,15.45,218.2,1,4.48,0
350,4.42,1.02,0.72,19.17,0.74,6.38,5.55,31.39,11.0,161.1,3,4.87,1
351,5.05,4.72,1.04,25.0,0.18,6.32,4.46,21.72,5.0,300.0,1,3.44,0
352,1.78,3.64,0.5,11.15,0.38,7.5,5.12,31.51,5.0,300.0,1,5.21,1
353,2.23,3.53,1.25,25.0,0.68,6.63,5.83,21.23,30.4,300.0,1,4.12,0
354,1.91,4.63,1.65,16.16,0.43,6.51,4.38,32.33,55.02,300.0,3,3.39,0
355,1.0,3.98,1.45,25.0,0.46,6.07,4.77,28.42,44.42,116.8,3,3.52,0
356,1.28,2.31,1.58,19.53,0.19,6.83,4.67,15.38,30.17,300.0,3,4.39,0
357,2.17,4.7,0.9,8.03,0.51,7.18,4.12,15.14,33.54,300.0,2,3.47,0
358,1.0,1.86,1.47,13.53,0.36,7.28,4.92,23.94,14.46,300.0,3,4.67,1
359,4.75,1.46,0.86,21.48,0.73,6.17,5.49,33.86,17.5,164.3,3,4.78,1
360,1.08,3.09,0.5,6.61,0.53,6.96,5.63,33.15,9.19,300.0,3,4.86,1
361,3.22,3.1,0.7,13.27,0.77,6.84,5.11,28.19,41.17,300.0,3,4.78,1
362,2.92,3.1,1.02,6.48,0.55,7.5,5.77,35.0,44.52,300.0,3,4.56,1
363,3.85,4.45,0.5,17.54,0.97,7.05,5.16,30.44,9.7,300.0,2,4.46,0
364,1.61,1.31,0.96,25.0,0.12,6.21,5.38,22.32,10.31,300.0,3,4.88,1
365,2.87,3.66,0.5,9.26,0.57,6.67,5.06,24.72,51.29,300.0,1,5.36,1
366,1.0,2.49,1.38,15.75,0.76,6.73,4.96,25.6,13.96,150.9,1,3.82,0
367,4.2,2.78,1.66,25.0,0.37,7.21,5.1,19.5,22.21,161.5,1,3.87,0
368,2.54,1.45,0.69,25.0,0.47,7.05,5.42,25.01,56.85,300.0,1,5.59,0
369,3.96,3.79,0.5,25.0,0.23,6.3,4.28,18.76,13.02,131.3,3,4.3,0
370,1.0,3.01,1.37,18.41,0.66,5.95,5.7,34.65,22.74,300.0,2,4.1,0
371,4.14,2.52,1.1,11.76,0.66,6.8,4.83,21.68,39.04,267.9,3,4.63,1
372,1.14,4.16,2.0,5.0,0.5,7.22,5.1,34.52,50.51,300.0,2,3.55,0
373,2.38,3.35,1.12,25.0,0.23,6.4,4.7,17.39,14.46,118.4,1,3.68,0
374,1.0,4.5,1.85,7.43,0.84,6.49,5.54,30.86,25.97,300.0,2,3.42,0
375,3.56,1.71,0.94,22.6,0.2,6.28,5.54,31.55,48.45,108.4,3,4.76,1
376,4.04,3.35,1.12,25.0,0.54,6.06,5.87,34.71,36.44,300.0,1,4.34,0
377,1.56,2.64,1.13,18.73,0.5,6.24,4.01,23.83,44.09,148.5,1,4.13,0
378,4.1,2.65,2.01,18.19,1.0,7.19,4.34,22.52,5.36,300.0,1,3.73,0
379,3.42,1.51,1.22,25.0,0.34,7.13,5.72,33.28,47.44,300.0,3,5.31,1
380,1.0,1.94,0.62,25.0,0.92,6.97,4.75,18.95,60.0,300.0,1,6.05,0
381,3.99,1.02,0.87,19.22,0.85,7.33,4.88,17.78,52.73,300.0,1,6.18,0
382,3.86,2.52,0.71,9.23,0.54,6.3,4.93,16.93,31.06,300.0,1,5.32,1
383,3.26,1.2,1.34,13.19,0.26,6.43,5.55,18.29,49.22,210.3,1,4.97,1
384,3.16,2.01,0.85,10.68,0.87,7.2,4.38,26.81,11.41,300.0,1,5.31,1
385,2.58,1.57,0.81,25.0,0.53,5.93,4.2,33.76,55.05,300.0,1,4.91,1
386,1.48,1.47,0.56,25.0,0.47,6.55,4.36,29.43,29.95,300.0,2,4.96,1
387,4.83,4.58,1.69,25.0,0.98,7.01,5.75,32.34,60.0,300.0,2,3.48,0
388,4.89,2.97,1.29,16.31,0.82,6.66,4.18,17.04,24.45,259.5,3,3.44,0
389,2.49,4.58,1.01,18.96,0.38,6.85,5.46,27.42,19.7,300.0,2,4.0,0
390,2.47,1.31,0.82,13.9,0.11,6.44,5.76,20.77,17.77,300.0,2,5.04,1
391,1.0,2.81,0.99,14.72,0.2,6.33,5.08,33.11,40.04,300.0,2,4.65,1
392,4.43,3.39,0.52,25.0,0.13,6.91,4.21,19.78,34.98,300.0,2,4.73,1
393,3.36,2.48,1.22,18.76,0.11,7.2,4.44,33.91,31.52,273.0,2,3.7,0
394,4.08,3.02,0.9,6.92,0.98,6.58,4.94,31.44,60.0,300.0,3,4.55,1
395,1.0,3.9,0.5,22.65,0.81,6.86,5.23,32.31,54.46,300.0,1,5.34,1
396,4.69,2.55,1.16,25.0,0.1,5.97,5.58,26.07,12.54,300.0,1,4.39,0
397,1.0,5.0,0.9,10.15,0.79,6.0,4.57,21.49,57.51,300.0,1,4.09,0
398,4.3,2.62,0.69,25.0,0.55,6.66,4.77,32.21,56.85,300.0,3,5.15,1
399,4.15,4.86,1.13,25.0,0.55,6.62,4.72,29.64,42.39,300.0,3,3.86,0
400,2.37,3.96,1.13,11.64,0.63,7.2,4.95,29.91,38.64,300.0,2,3.77,0
401,2.2,2.02,0.5,22.39,0.81,6.24,4.21,28.04,46.63,300.0,3,5.01,1
402,1.9,2.93,1.74,6.88,0.48,6.38,4.43,21.83,60.0,300.0,3,4.21,0
403,3.17,3.43,1.91,11.59,0.92,6.41,4.27,25.23,43.04,300.0,3,3.77,0
404,3.34,2.21,1.51,25.0,0.92,7.06,5.17,22.56,26.61,300.0,2,4.44,0
405,1.53,2.83,1.42,13.52,0.72,5.96,5.69,32.75,28.61,300.0,2,4.1,0
406,1.0,1.81,1.08,11.84,0.39,6.18,4.38,27.7,26.31,300.0,3,4.2,0
407,3.04,1.19,1.76,25.0,0.27,6.6,5.44,33.16,15.16,300.0,1,4.02,0
408,3.11,2.98,1.53,25.0,0.2,7.01,4.47,25.3,42.71,207.0,1,4.06,0
409,1.67,1.46,0.65,21.1,0.45,6.79,4.63,20.98,58.58,300.0,2,5.31,1
410,4.53,3.67,0.94,25.0,0.16,6.15,4.67,27.34,33.28,143.4,1,4.27,0
411,1.28,3.9,0.77,18.52,0.86,6.69,4.53,30.15,37.37,300.0,1,4.47,0
412,1.46,2.16,0.5,25.0,0.56,6.82,4.37,29.96,41.62,300.0,2,5.12,1
413,3.39,2.19,0.5,13.82,0.66,6.8,5.12,22.41,52.93,300.0,3,5.45,1
414,2.05,1.76,1.21,21.49,0.26,6.93,4.86,34.43,19.49,300.0,2,4.65,1
415,1.01,3.51,1.94,25.0,0.36,6.25,5.59,18.61,28.04,300.0,1,3.9,0
416,1.54,3.93,0.56,20.39,0.42,7.18,4.93,32.71,8.66,300.0,3,4.57,1
417,1.0,4.14,1.91,21.05,0.32,6.25,4.82,26.67,17.83,300.0,2,3.07,0
418,3.64,1.55,0.5,21.12,0.18,6.03,4.82,28.01,36.32,300.0,1,5.2,1
419,1.15,1.48,0.77,9.17,0.63,6.58,4.83,17.24,42.98,132.3,2,5.11,1
420,2.91,4.08,1.37,6.33,0.93,6.13,5.21,31.18,9.35,300.0,3,3.76,0
421,2.97,1.32,0.77,25.0,0.33,6.65,5.33,30.74,24.06,300.0,3,5.03,1
422,2.67,2.61,0.58,25.0,0.49,6.57,4.19,24.4,54.07,300.0,1,5.06,1
423,1.14,1.71,1.9,18.4,0.37,7.38,4.56,25.61,5.44,168.1,1,3.62,0
424,1.59,1.25,1.68,18.36,0.18,7.02,3.96,33.55,40.89,300.0,1,4.87,1
425,4.5,4.95,0.5,10.04,0.28,6.55,5.13,30.04,18.95,227.2,2,4.34,0
426,1.21,1.01,0.76,17.78,0.74,7.26,4.06,25.78,38.01,300.0,1,5.89,0
427,3.57,2.14,0.5,25.0,0.56,6.94,4.15,28.49,25.8,300.0,3,5.21,1
428,4.57,3.44,0.52,17.24,0.51,6.64,5.34,16.8,21.98,220.5,3,4.56,1
429,2.85,3.99,0.5,25.0,0.89,6.33,4.6,33.54,29.52,234.2,3,4.51,1
430,1.0,1.65,1.65,21.99,0.71,6.2,4.5,27.07,13.39,300.0,2,3.93,0
431,4.26,1.42,1.14,13.01,0.64,7.11,5.37,19.46,16.28,300.0,1,4.99,1
432,3.53,2.51,1.14,16.19,0.8,6.91,5.16,21.08,24.6,186.1,2,4.15,0
433,4.51,4.15,0.5,18.3,0.77,7.16,5.25,35.0,37.61,253.9,3,4.51,0
434,1.53,1.36,1.15,25.0,0.58,6.45,5.73,15.08,31.1,300.0,3,5.18,1
435,2.59,4.33,0.5,21.01,0.35,6.47,5.59,22.69,14.1,300.0,1,4.82,1
436,4.0,4.71,0.66,15.25,0.61,6.06,5.3,27.42,16.73,167.3,2,4.01,0
437,2.26,2.01,1.43,19.38,0.59,6.56,5.83,22.11,7.38,296.4,3,4.47,0
438,3.77,3.23,0.83,25.0,0.16,6.48,5.1,20.46,42.41,204.6,2,4.64,1
439,2.91,3.75,0.6,21.61,0.94,6.01,4.4,34.18,36.59,234.2,1,4.51,0
440,4.43,1.75,0.5,6.43,1.0,6.33,5.62,25.42,5.63,300.0,2,4.82,1
441,2.71,3.01,0.58,10.35,0.52,6.11,5.56,18.48,31.48,300.0,2,4.66,1
442,4.31,2.11,1.8,12.52,0.93,7.28,5.46,19.78,56.74,288.7,2,4.71,1
443,1.0,3.28,1.75,12.0,0.57,6.99,5.27,33.38,48.21,274.7,2,3.92,0
444,4.14,1.91,1.71,11.6,0.89,7.01,4.52,29.46,49.15,300.0,1,4.58,1
445,3.94,3.16,1.72,15.28,0.44,7.5,5.07,18.2,5.69,300.0,3,4.18,0
446,4.88,3.91,0.5,20.03,0.24,7.5,5.45,23.7,60.0,201.3,2,5.25,1
447,1.44,3.52,1.17,25.0,0.71,6.81,5.6,30.72,20.22,223.0,1,4.09,0
448,4.85,1.05,0.5,24.39,0.24,6.95,5.38,21.13,6.33,300.0,2,5.57,0
449,3.63,2.78,0.83,14.37,0.37,7.17,5.26,27.9,35.01,300.0,1,4.87,1
450,2.36,2.67,0.74,8.84,0.16,7.39,5.87,20.05,44.86,300.0,3,5.25,1
451,2.43,3.55,1.34,12.14,0.42,6.37,4.71,27.22,42.97,300.0,3,3.92,0
452,1.0,3.61,1.16,25.0,0.52,6.37,5.7,17.36,46.1,174.5,1,4.4,0
453,2.52,4.91,0.78,19.57,0.21,6.09,5.91,20.51,33.39,300.0,2,4.4,0
454,4.92,1.14,1.29,25.0,0.96,6.9,5.26,24.75,57.92,237.1,3,5.06,1
455,2.49,1.57,0.72,25.0,0.48,6.91,5.5,29.47,58.2,300.0,1,5.67,0
456,1.0,4.66,1.45,17.25,0.58,7.29,4.02,23.31,37.19,300.0,3,3.21,0
457,1.0,2.73,1.3,6.51,0.69,6.89,4.77,34.6,36.8,300.0,1,4.41,1
458,4.53,1.95,0.83,13.94,0.23,7.5,4.34,27.73,32.0,300.0,3,5.15,1
459,1.0,1.74,0.5,11.6,0.4,6.99,5.12,19.98,23.21,201.6,2,5.53,1
460,2.59,4.01,1.59,13.05,0.61,6.56,5.38,21.14,23.62,300.0,3,4.01,0
461,1.44,1.4,0.5,14.78,0.21,6.17,5.54,17.76,59.87,300.0,2,5.49,1
462,1.2,4.56,1.02,17.23,0.64,6.48,4.42,30.51,22.5,145.3,2,3.33,0
463,3.27,2.54,1.58,25.0,0.76,6.24,5.67,18.55,17.07,240.7,2,3.96,0
464,1.81,4.05,0.85,5.61,0.3,6.27,4.86,22.54,48.18,300.0,3,4.29,0
465,1.82,3.94,0.89,25.0,0.56,6.05,4.49,22.88,46.47,292.4,1,4.74,1
466,3.94,4.5,0.5,12.19,0.13,6.9,5.66,32.32,26.49,300.0,1,4.96,1
467,3.24,2.02,1.14,25.0,0.55,6.09,4.86,34.18,27.49,300.0,3,4.32,0
468,2.33,2.47,0.74,24.46,0.52,7.22,5.56,26.97,44.39,300.0,1,5.62,1
469,1.19,4.67,1.87,23.49,0.62,6.55,4.85,24.32,10.27,300.0,2,2.96,0
470,1.67,2.75,0.5,25.0,0.6,6.7,4.42,29.73,28.08,300.0,3,5.24,1
471,2.98,1.17,0.5,25.0,0.3,7.25,5.08,30.67,21.4,300.0,1,6.01,0
472,3.82,3.63,0.66,11.98,0.14,7.17,4.91,30.16,11.43,300.0,3,4.44,0
473,4.82,3.87,0.99,20.54,0.32,6.48,5.53,19.85,56.92,170.6,3,4.28,0
474,2.29,2.88,1.15,20.55,0.92,7.22,4.48,30.97,28.4,62.0,2,3.53,0
475,2.77,1.5,1.76,25.0,0.14,6.33,4.66,28.47,13.9,300.0,3,3.49,0
476,1.43,1.0,0.5,25.0,0.39,6.2,4.06,23.55,13.52,300.0,3,5.08,1
477,1.0,1.4,1.91,25.0,0.21,7.24,5.47,20.04,44.85,300.0,2,4.86,1
478,4.3,1.94,0.7,13.59,0.62,6.5,4.23,19.9,15.55,300.0,3,4.84,1
479,2.81,4.21,0.6,22.44,0.6,6.71,4.77,19.7,55.47,300.0,3,4.5,1
480,3.36,3.09,1.83,25.0,0.1,6.46,5.64,22.64,11.26,297.0,3,3.64,0
481,1.63,4.42,1.06,24.3,0.16,6.81,4.69,21.69,58.62,300.0,3,4.25,0
482,2.02,4.67,1.08,24.72,0.4,7.06,4.38,17.93,22.49,300.0,1,3.71,0
483,2.69,3.38,0.5,5.76,0.03,6.75,5.24,29.29,5.0,300.0,2,4.48,0
484,3.81,4.97,0.5,20.93,0.65,6.07,4.15,33.7,56.85,300.0,3,4.42,0
485,3.43,3.95,0.91,14.92,0.45,6.29,4.54,27.12,51.58,300.0,1,4.2,0
486,3.24,0.97,1.73,24.34,0.72,7.19,5.89,29.47,29.58,300.0,1,4.78,1
487,1.24,3.21,1.23,17.46,0.57,7.1,4.55,21.46,29.21,180.0,1,4.03,0
488,2.65,4.44,0.85,25.0,0.61,6.7,4.43,21.99,5.0,300.0,1,3.78,0
489,3.33,4.6,1.56,5.0,0.63,7.26,5.94,31.76,22.48,175.7,2,3.22,0
490,1.21,4.37,0.5,25.0,1.0,7.31,4.19,22.36,35.24,300.0,1,4.58,1
491,1.03,2.1,0.63,11.95,1.0,6.47,5.69,35.0,22.14,300.0,3,4.93,1
492,1.03,4.61,0.5,25.0,0.84,7.46,4.16,22.17,33.28,300.0,1,4.53,1
493,3.44,3.43,0.5,25.0,0.19,6.2,4.91,27.78,43.3,300.0,1,4.71,1
494,2.03,2.17,0.5,10.86,0.26,6.9,4.47,32.13,54.02,300.0,1,5.65,0
495,4.83,3.54,0.56,22.97,0.67,6.68,4.11,28.31,17.18,300.0,2,4.39,0
496,4.4,3.11,0.5,25.0,0.96,6.91,5.44,30.4,18.63,179.4,3,4.65,1
497,2.4,3.05,1.24,14.88,0.67,7.13,5.08,20.32,20.05,124.0,3,3.47,0
498,4.22,0.98,0.5,23.7,0.32,7.19,5.73,23.85,37.03,210.9,2,5.41,1
499,4.66,1.89,1.38,12.17,0.96,7.49,4.97,21.65,9.2,295.6,2,4.19,0
500,1.15,4.78,0.85,25.0,0.9,6.83,5.79,21.73,50.95,300.0,3,4.41,0
501,4.91,3.54,0.8,5.0,0.38,6.27,4.46,19.53,43.64,159.0,1,4.16,0
502,3.14,4.24,1.61,7.65,0.2,6.43,4.64,33.08,7.28,300.0,1,3.6,0
503,1.49,3.23,1.26,25.0,0.49,6.53,5.58,32.06,22.13,300.0,2,4.1,0
504,4.33,3.85,0.5,25.0,0.59,7.4,4.1,19.0,26.38,90.7,3,3.76,0
505,1.68,1.56,0.93,25.0,0.83,5.9,4.79,27.39,49.42,217.5,3,4.58,1
506,4.89,2.94,0.5,25.0,0.15,6.05,4.77,22.04,19.99,300.0,3,5.01,1
507,2.81,3.44,1.04,7.29,0.9,6.23,4.31,32.36,60.0,300.0,2,4.02,0
508,2.66,2.32,0.62,23.05,0.53,7.5,4.89,19.6,50.87,300.0,1,5.57,0
509,2.46,3.29,0.84,25.0,0.46,6.75,4.81,25.94,13.12,300.0,2,4.19,0
510,3.99,5.0,0.85,25.0,0.74,6.69,4.47,17.91,42.3,300.0,1,4.09,0
511,2.74,2.88,0.95,25.0,0.38,6.8,4.84,22.29,17.85,300.0,2,4.39,0
512,2.99,3.56,0.89,15.29,0.45,6.35,4.26,28.34,59.08,300.0,1,4.37,0
513,4.57,2.82,1.68,25.0,0.49,6.29,5.0,29.36,40.24,300.0,1,4.31,0
514,3.65,3.24,0.5,16.06,0.59,6.96,4.71,23.01,23.52,153.3,2,4.18,0
515,1.0,4.35,1.56,25.0,0.6,6.41,4.77,34.51,11.33,300.0,3,3.39,0
516,2.35,3.36,1.64,25.0,0.26,6.81,4.86,15.92,26.6,300.0,1,3.85,0
517,3.92,4.49,0.5,16.2,0.74,6.79,4.32,24.7,40.29,93.7,2,3.93,0
518,1.0,3.04,1.83,21.62,0.21,6.36,4.94,22.78,9.12,300.0,3,3.98,0
519,2.88,3.45,1.27,25.0,0.7,7.5,5.55,28.51,15.74,300.0,2,3.97,0
520,1.0,3.19,0.57,5.06,0.65,7.34,5.03,28.63,60.0,300.0,1,5.16,1
521,3.22,2.26,0.69,12.3,0.23,7.29,5.2,27.89,48.82,215.5,2,5.15,1
522,1.0,2.9,1.2,25.0,0.22,6.48,4.65,20.75,36.1,300.0,2,4.37,0
523,3.85,1.79,1.46,25.0,0.17,6.66,4.91,21.05,10.18,300.0,1,4.44,0
524,4.95,3.92,0.5,20.4,0.75,6.12,5.87,30.55,58.31,216.0,3,4.83,1
525,1.0,4.23,1.31,12.16,0.4,6.85,5.2,17.1,49.41,300.0,2,4.05,0
526,2.57,3.49,0.75,25.0,0.84,6.52,5.26,20.39,47.65,300.0,1,4.69,1
527,3.26,3.04,0.66,25.0,0.99,7.37,5.96,19.33,42.64,300.0,2,5.05,1
528,1.25,4.33,0.5,25.0,0.7,7.05,4.67,27.02,50.97,300.0,1,4.86,1
529,1.72,2.99,0.57,25.0,0.84,6.32,5.67,26.85,49.85,300.0,1,5.23,1
530,3.03,2.64,0.86,9.02,0.49,6.09,4.21,32.75,55.57,300.0,3,4.92,1
531,2.32,4.31,0.76,25.0,0.61,6.21,4.17,26.69,25.92,204.5,2,3.72,0
532,4.42,4.66,0.69,25.0,0.45,6.93,5.73,32.49,51.15,276.7,2,4.06,0
533,2.25,2.23,1.82,25.0,0.28,7.49,5.63,26.82,33.28,300.0,1,4.56,1
534,3.76,4.09,1.27,15.61,0.61,6.89,4.45,29.86,5.0,300.0,1,3.57,0
535,4.82,2.2,0.5,25.0,0.87,7.33,5.56,18.31,51.36,300.0,1,6.01,0
536,4.53,4.95,0.5,7.96,1.0,6.45,5.48,17.22,31.17,300.0,3,4.49,0
537,1.0,4.7,0.5,25.0,0.09,6.46,4.13,21.95,24.61,300.0,1,4.87,1
538,1.2,2.82,0.62,13.48,0.58,6.06,4.22,25.6,16.61,175.2,1,4.01,0
539,1.59,1.57,1.3,25.0,0.46,6.24,4.81,15.0,32.66,300.0,3,4.62,1
540,3.09,3.9,0.5,25.0,0.38,6.66,4.68,16.79,35.82,300.0,1,5.12,1
541,4.41,3.53,1.45,25.0,0.51,6.21,6.0,24.41,39.93,300.0,2,3.97,0
542,2.47,3.73,0.8,7.73,0.41,7.07,4.62,22.21,28.97,300.0,2,4.26,0
543,1.17,1.67,1.72,25.0,0.33,6.53,4.4,24.22,8.72,300.0,3,3.54,0
544,3.62,5.0,0.96,15.21,0.8,7.05,4.38,28.22,44.69,300.0,2,3.82,0
545,3.29,2.74,0.98,17.72,0.42,7.13,5.12,29.69,38.76,300.0,1,4.79,1
546,1.51,2.37,0.5,5.0,0.79,7.38,5.75,25.41,34.92,300.0,3,5.43,1
547,4.8,4.42,1.68,25.0,0.87,6.01,5.67,32.21,11.57,300.0,2,3.32,0
548,4.01,4.78,0.79,15.06,0.25,6.92,5.33,27.91,19.86,300.0,1,3.88,0
549,1.33,2.6,0.53,21.65,0.65,7.5,4.09,31.93,53.32,300.0,1,5.62,1
550,1.0,4.49,0.5,25.0,0.19,6.43,4.21,25.2,18.28,300.0,1,4.92,1
551,3.68,3.68,1.9,25.0,0.77,6.91,5.96,25.08,5.0,275.3,3,3.64,0
552,1.0,3.46,0.96,25.0,0.46,6.76,5.6,28.07,27.66,300.0,3,4.82,1
553,1.18,2.77,0.5,25.0,0.78,7.24,4.73,31.84,26.06,300.0,3,5.15,1
554,3.51,3.08,0.5,15.87,0.63,7.16,4.86,22.22,28.11,137.1,2,4.33,0
