vibration_rms_mm_s,vibration_hf_g,bearing_temp_c,motor_current_a,voltage_v,power_factor_pct,speed_rpm,lube_flow_l_min,lube_pressure_bar,internal_humidity_pct,op_status
1.703,0.228,55.307,18.127,463.378,95.616,1477.16,36.462,3.3,22.706,Normal
3.136,1.136,76.384,23.513,451.969,86.696,1449.73,30.059,2.834,21.283,Alert
2.507,0.323,68.843,20.463,455.946,93.721,1486.52,32.237,3.648,23.037,Normal
2.073,0.353,65.112,18.522,449.36,95.161,1404.025,35.906,3.725,14.177,Normal
6.794,2.368,91.646,25.024,454.546,86.581,1523.042,13.743,1.695,23.145,Critical
2.981,1.103,84.838,25.152,466.221,90.447,1452.559,27.205,2.794,28.005,Alert
4.825,1.76,81.729,26.473,469.528,87.079,1385.976,29.284,2.743,32.745,Critical
1.659,0.5,61.664,17.234,464.252,93.298,1508.668,31.388,3.972,26.487,Normal
2.259,0.249,64.393,18.304,472.669,93.67,1524.189,38.156,4.021,34.141,Normal
1.913,0.319,68.56,16.741,467.971,98.268,1450.907,34.639,3.371,22.889,Normal
2.098,0.451,71.32,18.66,457.639,89.959,1479.139,39.405,3.751,23.697,Normal
3.817,0.979,81.794,23.614,460.426,89.957,1508.884,32.742,2.689,22.094,Alert
3.474,0.991,82.501,25.81,459.257,91.185,1568.44,34.816,3.471,27.771,Alert
1.649,0.113,67.17,15.396,458.843,96.088,1487.89,33.47,3.741,25.788,Normal
3.201,0.628,64.109,17.015,452.718,96.078,1543.237,33.307,2.803,27.312,Normal
3.795,1.172,79.128,21.904,460.385,91.83,1475.211,30.752,3.68,34.292,Alert
4.579,1.427,91.565,23.288,475.675,91.045,1431.265,27.315,1.983,38.061,Alert
1.396,0.222,67.204,17.494,460.036,93.808,1473.289,32.139,3.936,31.71,Normal
4.478,1.528,82.863,24.573,449.781,82.844,1484.983,29.678,2.69,31.129,Alert
6.571,2.645,102.725,30.398,455.269,75.817,1436.324,21.548,2.067,31.378,Critical
2.326,0.192,64.057,18.342,458.505,94.92,1476.174,32.386,4.083,20.25,Normal
1.217,0.019,62.636,20.813,462.887,92.442,1500.329,29.826,3.917,22.936,Normal
1.986,0.331,70.663,14.987,456.839,91.442,1527.152,34.205,3.552,24.786,Normal
2.587,0.171,73.34,17.937,459.218,94.67,1463.401,38.104,3.39,27.167,Normal
5.109,1.849,93.879,28.378,458.917,85.852,1426.714,30.492,1.657,28.148,Critical
1.819,0.176,68.652,17.398,463.008,96.126,1497.38,39.567,4.071,18.416,Normal
5.469,1.968,99.167,30.304,446.026,91.086,1454.551,31.117,2.52,39.654,Critical
4.491,1.349,78.54,25.389,447.229,91.592,1505.404,26.611,2.628,16.622,Alert
0.378,0.18,59.584,15.896,458.482,98.636,1485.199,35.948,4.025,27.937,Normal
5.486,2.382,94.535,34.862,457.279,89.233,1516.803,23.739,2.114,41.794,Critical
4.803,0.933,87.845,26.024,461.806,95.643,1521.63,32.201,3.271,31.4,Alert
3.658,0.933,88.752,22.012,460.625,89.153,1501.931,26.689,2.909,17.117,Alert
7.737,1.496,99.639,31.217,452.326,87.028,1504.494,19.39,2.292,37.726,Critical
1.746,0.399,68.434,15.815,452.45,94.886,1478.266,36.172,3.96,25.131,Normal
3.021,0.609,73.984,20.523,461.436,95.225,1478.187,29.044,3.626,31.657,Normal
1.721,0.347,60.37,16.526,450.642,96.264,1481.354,34.064,3.749,29.323,Normal
1.69,0.474,69.722,15.385,461.476,99.073,1493.282,39.351,4.025,20.757,Normal
2.572,0.592,64.798,15.184,471.229,99.208,1498.736,31.742,3.557,24.38,Normal
6.314,1.612,91.229,25.042,461.797,93.305,1382.736,15.159,1.589,32.049,Critical
2.253,0.261,65.19,18.898,458.405,94.274,1476.988,31.924,3.832,19.035,Normal
7.029,2.112,87.096,30.057,461.021,86.992,1434.258,29.473,1.778,27.0,Critical
2.0,0.324,65.861,15.227,458.612,95.272,1514.914,36.255,3.623,26.638,Normal
1.948,0.357,62.887,14.022,455.129,97.826,1528.666,32.788,3.805,20.262,Normal
1.832,0.442,67.185,16.204,457.443,97.812,1527.841,39.053,4.212,23.778,Normal
2.256,0.317,66.156,16.439,452.358,96.253,1525.514,34.365,3.675,28.559,Normal
1.618,0.43,67.385,17.897,468.517,96.599,1457.17,34.286,3.666,25.346,Normal
3.002,1.119,80.407,24.111,455.474,88.186,1453.89,29.72,3.486,38.889,Alert
1.827,0.36,68.757,16.599,458.476,98.366,1535.64,39.098,3.773,31.31,Normal
2.92,0.491,70.654,18.98,459.82,94.162,1468.652,30.507,3.488,24.701,Normal
3.342,0.827,77.724,23.584,464.687,94.658,1436.5,25.772,3.353,32.148,Alert
1.798,0.399,66.617,17.478,454.672,94.809,1485.659,31.195,3.435,25.748,Normal
5.413,1.234,79.434,18.093,458.59,90.619,1508.257,32.13,2.559,28.894,Alert
2.604,0.487,61.424,15.785,468.649,95.665,1454.658,33.93,3.473,22.025,Normal
2.654,0.322,59.697,16.412,469.16,94.613,1476.402,32.538,2.857,24.753,Normal
1.856,0.049,62.15,16.668,461.971,95.571,1497.231,33.516,3.498,22.219,Normal
1.701,0.137,57.054,17.386,462.682,97.304,1484.927,30.209,3.305,30.615,Normal
2.033,0.274,62.075,14.119,461.005,97.921,1490.987,37.364,4.124,32.089,Normal
4.024,1.305,71.781,25.891,460.597,94.954,1455.677,24.789,2.476,20.488,Alert
2.321,0.45,64.527,14.007,457.557,94.129,1466.681,32.611,3.496,23.043,Normal
2.993,0.678,76.708,23.681,466.463,94.586,1367.605,37.847,3.382,23.839,Alert
1.776,0.229,66.558,15.552,457.475,96.203,1464.37,35.099,3.943,19.438,Normal
4.036,1.194,80.91,26.342,461.248,91.921,1467.38,22.968,3.549,21.578,Alert
3.521,1.035,81.183,23.025,454.965,96.676,1457.421,33.196,2.226,35.777,Alert
4.636,1.358,83.704,23.434,466.721,100.077,1476.185,24.542,2.599,32.776,Alert
3.723,1.213,82.866,23.364,467.441,86.96,1491.211,32.31,2.647,19.451,Alert
1.971,0.255,65.534,19.116,457.87,98.275,1511.797,38.614,3.705,20.362,Normal
2.716,0.645,63.271,13.691,457.892,94.864,1488.585,36.109,3.799,27.612,Normal
1.26,0.411,66.493,17.735,463.085,100.566,1549.865,33.09,3.978,26.784,Normal
1.581,0.054,66.236,15.402,465.246,93.145,1502.751,40.086,3.427,21.497,Normal
2.03,0.531,65.607,14.057,465.495,94.862,1495.471,32.217,3.129,28.7,Normal
3.275,0.942,76.463,21.631,459.527,92.817,1505.599,27.679,3.34,34.316,Alert
2.711,0.359,82.276,21.788,456.066,94.213,1522.256,28.993,2.826,31.383,Alert
1.989,0.367,63.581,21.295,461.692,93.506,1479.827,33.932,3.746,27.598,Normal
4.325,1.28,75.557,19.049,461.815,91.545,1494.753,29.308,2.782,26.916,Alert
5.692,1.477,76.611,22.505,456.989,91.016,1418.587,27.963,3.52,31.484,Alert
5.392,1.539,85.834,25.735,460.286,86.202,1428.822,24.601,2.574,34.44,Critical
3.901,1.036,79.732,20.451,464.307,91.526,1435.184,38.332,3.532,26.429,Alert
2.351,0.363,55.119,13.575,443.938,100.126,1479.947,33.023,3.73,25.81,Normal
4.701,1.112,76.507,22.892,456.452,92.248,1454.29,32.004,3.628,23.687,Alert
1.88,0.462,68.456,19.411,456.604,94.196,1497.309,38.341,3.889,35.11,Normal
2.639,0.671,68.431,18.611,458.984,95.835,1445.853,39.367,3.037,25.188,Normal
1.399,0.42,58.897,17.536,457.707,97.82,1468.284,38.382,3.527,29.73,Normal
2.406,0.363,66.597,18.043,461.458,94.132,1400.663,35.06,4.161,31.127,Normal
1.855,0.448,65.52,19.948,451.492,93.401,1425.449,34.492,4.044,22.365,Normal
1.423,0.13,68.396,17.379,468.218,95.374,1461.462,34.952,3.759,21.891,Normal
1.792,0.319,63.092,17.005,470.601,98.088,1511.683,38.785,3.574,17.779,Normal
2.621,0.434,67.199,16.228,460.043,95.496,1499.344,37.054,3.626,23.515,Normal
2.169,0.313,65.205,19.35,466.149,98.487,1479.659,35.271,4.155,21.772,Normal
2.304,0.515,63.078,15.097,465.106,96.348,1497.469,33.012,3.478,26.337,Normal
4.27,0.904,81.305,20.418,466.45,95.147,1484.008,30.939,3.752,26.863,Alert
4.816,1.017,84.288,16.765,462.886,89.042,1542.128,31.951,3.25,30.727,Alert
1.755,0.183,68.37,16.986,455.32,95.066,1511.172,35.06,3.597,24.605,Normal
1.911,0.268,59.623,17.435,460.416,94.196,1462.309,36.948,3.724,24.694,Normal
1.87,0.516,71.548,13.197,465.39,95.849,1509.016,33.266,3.114,27.779,Normal
2.178,0.202,65.072,14.843,451.024,96.676,1473.12,36.177,3.684,19.373,Normal
2.127,0.277,64.721,16.061,458.1,98.341,1469.889,32.293,4.173,19.346,Normal
5.894,1.599,90.457,31.038,469.621,85.691,1470.251,29.018,1.859,34.838,Critical
2.283,0.402,60.987,15.458,466.573,95.894,1444.772,32.481,3.741,29.959,Normal
4.467,0.901,90.383,25.556,456.499,88.517,1468.883,27.939,3.381,29.328,Alert
2.539,0.276,63.33,19.869,458.072,93.042,1462.203,36.767,4.129,24.779,Normal
2.848,0.487,63.211,18.059,457.441,96.478,1482.128,34.857,3.526,30.214,Normal
3.713,0.626,95.152,24.321,466.205,86.491,1517.505,36.513,3.327,21.86,Alert
1.777,0.472,61.408,19.127,453.922,93.862,1448.489,36.581,3.583,17.855,Normal
1.693,0.289,62.25,19.413,457.481,96.276,1541.548,34.734,4.062,32.884,Normal
3.807,1.152,67.682,21.522,463.941,89.675,1473.09,26.229,2.505,25.972,Alert
0.945,0.356,64.154,18.189,460.392,93.255,1474.169,32.655,3.828,24.214,Normal
6.561,2.113,97.874,29.736,449.482,80.137,1340.976,27.637,2.573,39.107,Critical
2.069,0.313,66.942,21.579,459.534,92.655,1478.147,27.779,3.516,26.876,Normal
2.193,0.218,69.735,15.763,460.29,93.454,1460.219,32.614,3.442,22.121,Normal
1.741,0.27,59.179,13.906,450.151,95.599,1461.168,31.634,3.643,27.966,Normal
3.035,0.48,56.443,14.819,457.543,92.968,1503.932,37.45,3.566,28.429,Normal
1.206,0.339,67.549,19.981,461.915,92.483,1458.825,30.894,3.32,22.872,Normal
3.885,1.087,74.945,22.113,457.083,91.391,1446.077,23.982,4.135,20.064,Alert
3.715,0.882,81.283,20.015,448.378,90.444,1513.528,28.513,2.608,33.073,Alert
1.364,0.194,66.618,18.41,456.12,88.98,1500.142,30.041,3.041,11.799,Normal
1.363,0.291,69.523,17.864,466.543,92.284,1502.459,37.117,3.152,31.027,Normal
1.317,0.361,62.798,19.162,452.712,94.237,1536.512,32.065,3.618,19.321,Normal
5.08,1.244,77.795,22.839,463.411,94.758,1486.13,34.528,2.863,22.232,Alert
1.485,0.401,63.299,17.631,464.723,92.849,1471.735,34.599,3.527,29.26,Normal
2.595,0.221,57.699,18.009,452.21,96.828,1477.738,32.267,3.783,25.84,Normal
2.129,0.503,62.433,17.738,464.86,92.989,1575.876,35.293,3.831,30.96,Normal
4.017,1.371,89.183,24.956,464.828,92.728,1451.305,32.424,2.649,35.926,Alert
1.459,0.135,62.275,17.402,465.249,92.43,1497.61,34.002,3.673,27.636,Normal
2.404,0.212,67.77,16.461,469.295,97.265,1469.37,39.307,3.828,28.861,Normal
4.127,1.342,79.184,29.494,452.939,91.234,1451.335,33.852,2.046,19.592,Alert
2.0,0.418,62.155,16.46,464.368,97.276,1439.948,39.095,3.848,23.159,Normal
2.092,0.273,68.991,17.132,460.7,95.527,1463.119,35.498,3.948,15.777,Normal
1.109,0.28,69.135,16.757,469.787,95.511,1484.32,33.613,3.69,23.795,Normal
2.395,0.304,71.158,16.96,455.004,92.058,1518.962,33.361,3.671,28.243,Normal
2.267,0.721,81.816,16.806,456.818,91.537,1439.676,27.349,3.102,34.107,Alert
4.217,0.615,67.995,21.107,466.83,94.825,1510.197,27.32,3.534,22.102,Alert
4.838,1.148,76.691,21.317,460.17,88.853,1521.558,20.662,2.249,23.617,Alert
2.327,0.271,62.513,15.912,459.616,93.558,1492.851,29.901,3.544,25.771,Normal
2.665,0.348,62.175,18.452,460.767,90.88,1496.843,35.596,3.736,29.655,Normal
3.663,0.573,76.459,20.099,463.585,89.509,1497.746,35.832,3.533,27.824,Alert
3.693,1.124,75.316,25.248,462.725,90.645,1439.515,27.622,3.059,34.696,Alert
1.144,0.009,68.553,13.25,464.478,95.364,1565.317,41.922,3.946,25.11,Normal
1.608,0.281,65.141,16.3,462.055,93.424,1449.59,32.806,3.331,24.993,Normal
5.025,1.394,81.726,22.094,460.215,89.568,1379.47,38.535,3.333,30.255,Alert
2.457,0.377,68.675,11.519,456.076,93.73,1437.615,32.799,3.772,28.412,Normal
6.717,2.096,83.739,22.893,457.434,86.449,1489.54,27.844,2.468,29.473,Critical
1.571,0.368,62.334,18.849,466.525,95.522,1468.343,37.654,3.977,22.01,Normal
2.43,0.389,58.334,20.027,470.044,98.751,1468.682,31.258,3.185,16.904,Normal
4.516,1.489,80.444,20.968,458.875,93.02,1514.112,24.251,2.991,37.66,Alert
1.314,0.184,73.619,15.626,460.626,94.517,1487.212,34.157,3.528,28.165,Normal
4.577,0.928,81.85,18.362,454.091,96.05,1372.897,29.683,3.497,26.782,Alert
3.965,0.863,76.743,23.89,455.527,95.797,1472.662,29.738,2.917,29.697,Alert
3.356,0.565,72.808,22.511,453.91,92.968,1469.707,21.263,2.951,33.484,Alert
3.508,0.998,80.557,23.134,456.29,94.271,1426.803,31.19,3.594,31.323,Alert
3.69,0.995,79.012,19.517,455.558,87.622,1475.518,27.123,2.928,19.015,Alert
6.426,2.198,96.611,25.329,460.415,84.938,1474.575,19.909,1.7,39.948,Critical
5.157,1.304,80.716,22.705,454.014,89.48,1449.478,28.559,2.783,40.618,Alert
6.341,2.48,97.722,24.605,454.017,84.284,1417.32,32.025,0.939,36.327,Critical
1.992,0.48,61.082,16.309,460.6,93.323,1425.679,40.278,3.741,24.484,Normal
1.309,0.302,72.621,20.54,463.446,98.278,1482.838,37.516,3.672,26.672,Normal
7.013,2.187,91.665,32.122,464.224,88.659,1506.949,20.369,1.626,25.264,Critical
2.441,0.436,65.534,17.83,456.955,96.66,1479.468,36.069,3.506,22.72,Normal
1.574,0.289,67.272,19.572,459.853,95.213,1481.813,36.026,3.375,30.627,Normal
2.298,0.332,62.969,13.275,460.377,97.648,1452.392,34.11,3.726,31.614,Normal
2.138,0.516,62.874,16.804,457.929,92.941,1462.147,35.338,3.608,21.695,Normal
4.079,1.125,83.16,29.101,451.526,90.597,1462.285,30.782,3.205,26.354,Alert
0.978,0.085,65.009,16.776,462.001,94.767,1499.775,32.522,3.596,27.228,Normal
4.477,1.314,79.602,19.251,453.194,92.561,1469.399,31.435,3.659,32.162,Alert
1.793,0.381,61.547,13.34,456.251,94.241,1469.46,32.006,3.455,24.981,Normal
2.217,0.406,67.74,15.998,460.946,96.368,1479.547,37.362,3.626,23.845,Normal
3.786,0.398,80.429,22.253,454.787,92.671,1512.381,27.448,2.517,28.971,Alert
1.974,0.538,63.967,20.235,468.354,97.994,1376.712,40.008,4.017,35.375,Normal
3.011,0.984,77.28,17.68,465.926,96.093,1536.654,31.238,3.266,36.119,Alert
1.904,0.305,65.391,15.722,452.463,95.058,1499.793,30.187,3.686,29.76,Normal
6.912,2.447,90.932,20.632,456.582,90.188,1518.148,27.761,2.543,35.251,Critical
1.668,0.267,61.693,15.594,460.254,95.044,1434.273,42.006,4.226,25.066,Normal
3.816,1.273,83.054,17.534,466.787,86.468,1505.484,35.592,2.575,26.714,Alert
7.148,2.818,98.998,38.324,452.128,82.747,1393.133,26.446,2.369,31.103,Critical
2.53,0.354,70.554,17.119,465.088,93.955,1451.582,35.613,3.445,27.798,Normal
1.292,0.236,52.863,15.79,462.463,97.298,1480.63,37.843,4.526,33.148,Normal
1.33,0.297,58.73,17.719,455.546,94.128,1434.798,32.264,3.98,26.722,Normal
1.16,0.055,58.895,16.709,459.041,93.688,1459.961,31.649,3.685,26.477,Normal
2.282,0.144,64.382,18.78,459.847,94.308,1492.346,35.709,3.197,25.505,Normal
6.939,1.582,91.951,29.305,457.855,86.842,1486.289,24.619,1.848,28.713,Critical
3.771,1.135,80.875,24.757,464.563,98.749,1461.094,26.21,2.935,22.943,Alert
4.652,0.835,76.343,22.7,467.635,91.337,1490.048,27.769,3.136,38.36,Alert
2.051,0.505,71.117,19.937,462.631,95.702,1490.544,29.884,3.468,18.126,Normal
2.423,0.258,65.761,18.299,462.492,94.447,1505.115,38.162,3.402,21.539,Normal
5.56,2.179,97.387,28.577,464.356,87.652,1524.384,21.48,1.752,23.373,Critical
1.895,0.085,66.511,20.054,455.896,97.765,1485.806,36.093,3.088,16.021,Normal
1.642,0.391,63.437,14.792,470.71,91.464,1454.118,33.834,4.477,34.687,Normal
1.847,0.312,64.057,15.593,460.362,96.391,1446.132,40.158,3.63,25.845,Normal
3.789,0.776,83.138,23.655,458.565,99.624,1481.464,26.352,2.666,34.061,Alert
1.839,0.34,64.329,19.308,463.884,94.04,1484.019,32.78,3.49,20.809,Normal
3.086,0.662,65.176,17.361,460.05,97.034,1441.507,39.451,4.047,27.6,Normal
2.307,0.401,70.846,18.433,460.446,96.304,1442.711,30.208,3.079,31.745,Normal
2.796,0.456,66.431,15.027,459.047,94.491,1541.615,33.702,3.579,28.795,Normal
2.25,1.075,85.54,22.245,465.089,88.137,1453.627,34.959,3.064,15.941,Alert
3.961,1.189,76.084,23.977,457.012,93.384,1467.033,30.77,2.744,26.637,Alert
2.596,0.389,65.82,17.213,456.047,93.101,1487.515,34.288,3.895,22.059,Normal
2.093,0.264,73.324,20.108,456.236,95.081,1488.002,37.629,3.706,20.218,Normal
1.968,0.368,64.759,17.374,453.029,94.037,1476.906,34.445,4.005,28.186,Normal
1.893,0.288,61.79,17.585,467.211,93.888,1510.882,40.18,3.607,18.725,Normal
1.45,0.16,67.448,18.236,457.236,90.363,1459.595,36.275,3.305,25.129,Normal
1.592,0.161,67.168,20.716,454.966,97.827,1481.779,30.843,3.324,25.107,Normal
1.766,0.33,65.324,18.756,462.784,96.033,1497.418,33.645,4.285,18.166,Normal
2.498,0.248,66.346,16.185,460.052,97.118,1445.714,36.019,3.858,20.441,Normal
3.142,0.861,74.298,17.921,454.772,88.816,1428.893,30.381,2.974,27.986,Alert
3.532,0.723,84.65,25.169,465.408,90.426,1451.738,25.377,2.834,22.332,Alert
1.339,0.309,61.353,20.926,463.29,95.907,1529.019,30.719,3.142,14.116,Normal
3.901,1.367,77.314,26.067,455.16,94.102,1473.172,31.517,2.991,31.931,Alert
2.067,0.7,66.626,16.28,465.412,96.205,1492.476,36.244,4.355,18.738,Normal
3.826,0.939,87.531,20.987,464.289,89.772,1547.255,32.645,3.742,23.638,Alert
4.456,1.055,74.635,27.256,452.728,97.148,1452.152,36.196,3.496,27.587,Alert
2.142,0.508,66.662,21.01,455.403,98.373,1506.521,33.799,4.095,19.485,Normal
3.889,0.72,77.24,19.938,463.813,87.848,1463.959,32.928,3.046,21.909,Alert
1.437,0.332,70.397,19.62,464.176,93.551,1435.193,39.097,3.92,24.03,Normal
2.478,0.345,63.757,17.161,454.196,94.148,1464.951,37.71,3.976,25.405,Normal
1.775,0.363,71.95,19.846,456.767,95.665,1442.923,36.702,3.989,15.614,Normal
2.509,1.045,78.925,24.1,456.592,94.687,1512.823,32.618,3.126,31.548,Alert
1.951,0.249,67.773,17.409,457.271,91.942,1480.778,34.485,3.357,17.594,Normal
1.985,0.326,71.519,18.45,463.573,93.585,1457.937,38.105,3.358,22.442,Normal
1.434,0.297,66.101,17.614,459.614,95.724,1480.983,35.179,3.999,35.604,Normal
2.298,0.504,62.087,18.448,467.3,94.662,1554.282,29.946,3.638,30.971,Normal
2.229,0.523,65.881,16.233,462.711,94.996,1480.338,38.833,3.491,29.743,Normal
3.864,0.951,71.415,21.715,453.983,92.374,1449.665,34.01,3.894,33.333,Alert
1.652,0.436,65.858,14.172,461.688,91.324,1502.92,37.165,3.748,25.432,Normal
2.021,0.301,66.103,20.924,455.482,95.988,1507.173,35.976,3.886,29.418,Normal
2.771,0.366,62.88,17.695,465.184,96.618,1454.873,33.853,3.543,25.776,Normal
3.675,0.827,79.513,31.705,453.424,96.74,1537.505,27.606,3.147,36.394,Alert
3.966,1.169,79.911,31.046,460.684,94.064,1501.907,28.478,2.787,30.303,Alert
3.995,1.037,80.21,18.625,451.643,95.531,1455.72,31.842,2.6,19.882,Alert
1.53,0.283,68.375,19.835,466.444,95.258,1462.008,34.011,3.508,22.05,Normal
6.951,1.955,101.235,31.422,448.176,85.981,1461.653,21.873,2.242,37.653,Critical
2.206,0.5,63.849,18.505,447.637,95.099,1488.041,31.324,3.614,24.04,Normal
2.983,0.883,78.333,25.758,461.463,96.389,1507.076,27.491,2.16,37.146,Alert
1.754,0.222,55.199,13.762,459.85,99.097,1495.7,37.302,3.658,21.974,Normal
2.175,0.596,64.924,17.322,466.651,94.923,1482.84,34.725,2.865,33.399,Normal
1.341,0.298,60.545,16.044,462.902,95.676,1486.169,33.125,3.743,22.735,Normal
2.266,0.365,62.752,20.833,453.82,96.97,1468.844,33.973,3.869,26.818,Normal
2.145,0.36,61.605,18.482,463.037,96.896,1469.321,37.5,3.932,21.412,Normal
2.3,0.317,70.417,15.597,460.787,93.762,1493.457,34.916,3.645,30.616,Normal
2.616,0.189,68.567,14.202,462.944,99.129,1473.848,34.174,3.897,23.485,Normal
1.831,0.251,63.0,16.794,463.537,94.511,1454.952,33.88,3.443,20.645,Normal
6.313,1.783,87.906,27.95,459.897,76.672,1503.014,22.482,1.331,36.716,Critical
6.121,2.287,94.606,28.151,464.851,81.113,1476.444,16.341,1.338,24.433,Critical
3.869,1.297,77.001,19.979,462.121,90.521,1471.884,24.557,3.668,18.658,Alert
2.537,0.335,58.998,16.272,461.835,94.257,1481.055,37.249,3.63,20.63,Normal
1.53,0.271,61.783,17.332,457.037,95.255,1423.533,36.217,3.591,33.107,Normal
1.654,0.242,65.164,17.29,459.276,96.42,1528.547,34.909,3.008,28.232,Normal
2.552,0.328,65.043,18.736,460.562,94.568,1509.361,32.371,3.145,14.455,Normal
3.998,1.164,84.717,20.769,462.209,90.11,1465.477,30.753,2.985,32.487,Alert
2.805,0.555,66.818,19.508,465.095,94.727,1461.959,34.86,3.822,26.397,Normal
3.603,1.367,70.056,26.165,459.709,90.252,1478.085,32.799,3.678,30.346,Alert
4.137,1.252,79.609,21.992,453.592,90.47,1335.222,27.563,2.858,31.73,Alert
1.562,0.37,67.306,18.491,459.648,94.851,1494.403,35.787,3.611,17.695,Normal
1.325,0.414,69.208,20.46,461.465,93.781,1427.942,38.179,3.105,23.433,Normal
1.768,0.199,66.974,18.433,461.91,93.58,1488.249,38.085,3.877,20.136,Normal
0.977,0.447,65.452,15.698,464.416,98.136,1398.962,37.663,3.258,27.73,Normal
1.242,0.259,63.084,18.289,455.088,96.776,1490.798,35.198,3.565,17.025,Normal
2.081,0.306,69.09,17.428,451.634,100.369,1539.684,38.005,3.667,25.429,Normal
2.249,0.498,62.935,18.408,462.83,96.712,1517.221,33.561,3.593,26.492,Normal
2.498,0.215,56.012,18.476,458.423,94.898,1470.708,35.68,3.448,31.967,Normal
3.521,1.386,78.355,18.58,468.034,91.043,1500.683,35.302,3.443,24.16,Alert
2.232,0.445,71.114,15.749,451.353,95.342,1488.449,40.415,3.393,30.174,Normal
1.906,0.396,65.606,16.655,461.065,92.694,1494.843,33.452,3.549,24.494,Normal
8.42,2.377,84.973,26.439,458.237,94.349,1504.0,19.412,3.101,31.367,Critical
2.458,0.45,65.124,17.095,458.563,95.923,1539.488,36.874,3.613,22.229,Normal
4.102,1.067,77.581,21.721,450.463,93.238,1494.493,32.454,3.557,29.014,Alert
2.586,0.448,63.637,16.723,459.109,95.874,1464.042,36.183,3.936,28.733,Normal
5.253,1.533,89.41,29.81,462.655,86.401,1463.548,22.518,2.197,41.898,Critical
4.6,1.144,73.993,27.329,467.173,92.433,1409.412,26.572,2.969,24.803,Alert
1.737,0.324,63.532,16.086,463.645,94.93,1474.697,32.302,2.855,24.35,Normal
1.999,0.247,56.147,15.011,457.992,97.573,1477.246,33.363,3.403,28.118,Normal
1.376,0.422,66.181,17.528,453.8,98.187,1394.411,37.665,4.102,22.007,Normal
1.536,0.217,69.982,21.577,465.011,97.102,1465.302,32.361,3.347,28.093,Normal
4.0,0.975,77.744,22.042,466.656,91.74,1558.301,30.985,2.766,44.483,Alert
1.367,0.384,61.733,14.768,456.296,98.94,1415.75,44.83,4.392,26.141,Normal
2.19,0.21,69.688,17.325,459.07,96.754,1510.241,33.709,3.381,16.773,Normal
6.311,2.038,91.376,32.718,464.542,78.211,1416.498,35.22,2.758,36.392,Critical
2.851,0.826,74.194,27.79,459.35,91.034,1511.246,24.688,2.482,27.875,Alert
1.914,0.315,68.093,16.638,449.284,94.382,1485.948,36.201,3.614,25.298,Normal
1.844,0.312,65.167,17.045,464.684,93.989,1478.816,36.727,4.198,22.709,Normal
4.181,0.94,93.274,24.632,459.469,88.617,1477.861,33.507,3.606,19.507,Alert
3.959,2.41,84.847,29.179,461.074,87.32,1434.199,25.287,2.308,36.84,Critical
0.801,0.115,66.409,15.761,461.168,97.012,1467.166,35.381,3.297,23.412,Normal
7.269,2.117,91.623,32.597,446.098,80.863,1495.49,18.894,0.888,45.189,Critical
6.8,2.18,99.051,32.581,461.858,84.772,1458.532,20.701,1.794,23.422,Critical
2.974,1.072,69.437,22.693,457.664,95.236,1454.629,34.043,2.912,33.717,Alert
1.992,0.442,63.321,17.623,455.926,97.815,1454.646,33.962,3.592,23.37,Normal
2.505,0.277,62.079,13.994,455.298,99.084,1453.861,30.578,3.588,25.799,Normal
1.994,0.313,65.371,16.945,461.616,97.951,1492.172,40.655,4.429,24.858,Normal
1.949,0.352,53.824,15.719,459.481,93.997,1453.408,33.117,3.766,23.759,Normal
6.414,1.585,91.392,27.909,459.347,85.051,1393.201,20.863,2.289,33.65,Critical
4.135,1.541,80.003,29.702,454.35,91.083,1453.575,25.832,2.634,31.218,Alert
1.995,0.182,63.704,17.37,460.628,96.644,1474.404,33.038,3.418,20.663,Normal
1.482,0.444,58.875,22.788,466.215,93.466,1479.75,38.047,4.059,27.223,Normal
2.274,0.504,59.02,14.672,463.677,98.297,1441.737,37.246,3.791,29.334,Normal
2.431,0.349,66.085,17.461,456.12,97.875,1481.351,33.333,3.332,26.751,Normal
1.863,0.084,65.843,18.226,463.505,94.039,1462.469,30.889,3.011,19.197,Normal
2.859,0.906,75.62,22.289,467.341,91.715,1428.576,29.757,2.646,31.267,Alert
1.807,0.227,70.185,19.69,450.868,97.239,1455.115,37.44,3.839,25.365,Normal
7.888,2.156,94.471,24.998,461.813,88.649,1438.982,26.752,1.871,36.425,Critical
1.472,0.427,66.809,16.513,458.486,96.297,1517.256,34.092,3.912,27.688,Normal
2.377,0.723,63.8,15.895,453.823,91.379,1498.69,34.91,3.764,16.992,Normal
3.878,1.303,86.855,22.911,455.892,87.424,1449.805,24.347,2.826,20.553,Alert
4.321,0.998,76.851,22.439,472.247,90.394,1431.083,32.442,2.927,19.757,Alert
3.597,1.153,79.707,23.318,459.222,87.912,1405.978,33.378,3.341,36.577,Alert
1.562,0.089,65.561,13.178,461.257,99.099,1482.723,33.66,3.472,29.914,Normal
2.642,0.366,58.092,16.849,466.161,92.455,1496.003,36.181,3.009,28.621,Normal
4.356,1.024,79.624,23.269,460.061,98.231,1465.803,32.37,2.174,30.466,Alert
6.1,1.872,81.149,32.456,465.831,87.766,1455.547,29.882,2.454,37.535,Critical
2.167,0.379,63.454,16.778,463.476,95.312,1523.47,32.944,3.642,26.267,Normal
0.785,0.34,64.978,12.273,469.555,95.922,1454.174,39.487,3.105,19.258,Normal
