regrind_pct,resin_temp_c,cooling_time_s,paint_viscosity,film_thickness_um,booth_humidity_pct,pre_paint_storage_hrs,num_handlings,container_type,part_protection,surface_defect
0.14,229.41,17.12,25.19,40.84,48.98,3.52,3,metal_rack,unprotected,0
22.19,226.43,23.84,24.32,23.1,50.27,4.34,3,cardboard_pallet,protected,0
7.86,231.83,19.79,28.5,23.21,48.4,0.56,8,metal_rack,protected,0
16.13,243.98,22.92,26.64,28.48,38.14,3.61,1,cardboard_pallet,unprotected,1
6.95,233.61,15.57,26.92,34.67,67.53,1.49,1,metal_rack,unprotected,0
0.0,238.95,22.62,20.55,20.0,60.02,11.2,2,cardboard_pallet,protected,1
17.64,229.94,18.95,25.31,30.73,53.78,1.17,4,cardboard_pallet,protected,0
26.44,234.07,15.41,27.38,36.16,51.37,11.86,2,cardboard_pallet,protected,0
10.6,241.51,23.45,26.34,27.97,55.87,0.21,1,metal_rack,protected,0
12.96,233.97,14.26,21.91,34.43,46.57,9.52,3,plastic_box,protected,0
3.23,246.06,15.61,27.25,29.43,54.47,1.22,1,plastic_box,protected,0
11.48,237.32,19.87,20.5,41.72,50.85,1.2,6,cardboard_pallet,unprotected,1
22.93,237.8,19.05,28.91,36.15,59.35,0.06,2,plastic_box,protected,0
18.11,237.29,10.56,26.07,20.0,43.74,2.6,4,metal_rack,unprotected,1
0.0,242.41,13.59,27.25,32.31,63.67,3.53,1,plastic_box,protected,0
7.96,238.23,20.96,27.94,23.75,41.93,2.93,1,metal_rack,unprotected,0
14.67,241.08,18.49,21.97,27.1,44.62,1.53,5,metal_rack,unprotected,1
20.57,239.3,21.62,26.44,29.75,51.54,3.74,4,plastic_box,unprotected,0
13.9,242.49,20.83,28.82,32.0,53.04,0.08,5,plastic_box,unprotected,0
9.79,239.14,14.09,25.32,26.68,52.4,2.96,4,plastic_box,unprotected,0
17.28,232.75,15.1,22.71,33.34,34.57,2.38,4,metal_rack,protected,0
8.98,228.37,16.96,22.26,33.17,41.51,6.84,1,cardboard_pallet,unprotected,0
11.7,240.95,25.81,27.17,26.91,63.64,6.5,4,cardboard_pallet,protected,1
2.84,231.64,14.4,25.03,26.33,50.75,8.1,1,cardboard_pallet,protected,0
2.14,231.67,21.03,24.9,31.88,45.91,1.2,4,plastic_box,unprotected,0
19.4,240.38,17.53,20.94,26.14,56.33,16.9,3,plastic_box,protected,1
9.29,240.93,15.92,20.52,30.89,59.04,6.87,3,cardboard_pallet,protected,0
6.74,229.4,17.89,22.45,23.58,54.26,1.71,3,plastic_box,protected,1
20.35,244.64,10.71,25.3,29.79,50.82,2.72,4,metal_rack,unprotected,0
4.95,237.14,13.83,26.06,36.82,57.37,13.17,1,metal_rack,unprotected,0
24.64,233.79,19.39,30.19,31.18,54.27,2.67,5,cardboard_pallet,protected,0
0.0,238.79,16.07,23.41,36.95,44.87,0.25,1,metal_rack,protected,0
5.53,233.58,24.16,23.51,29.79,46.7,4.94,1,metal_rack,unprotected,1
11.75,239.14,18.11,24.7,25.83,36.98,0.65,5,metal_rack,protected,0
11.93,232.02,16.8,25.78,28.03,49.78,0.95,3,cardboard_pallet,protected,0
14.5,238.45,17.65,26.13,28.79,62.53,5.24,1,metal_rack,protected,0
19.61,231.64,11.07,25.71,36.58,63.11,0.0,3,metal_rack,unprotected,0
0.0,246.57,15.01,22.78,33.4,48.14,7.89,7,metal_rack,protected,0
8.23,226.96,15.33,22.64,29.72,59.08,0.36,2,metal_rack,protected,0
11.09,236.47,16.17,21.53,28.42,40.16,1.57,3,plastic_box,protected,1
0.5,228.67,17.41,28.66,27.23,53.53,16.96,4,plastic_box,protected,0
15.54,236.35,17.92,29.62,30.72,52.46,1.08,2,cardboard_pallet,unprotected,1
19.27,230.56,11.47,25.34,32.06,46.84,0.0,2,plastic_box,protected,1
11.67,226.47,13.08,25.24,34.91,55.69,5.09,3,plastic_box,protected,0
6.01,243.13,21.82,27.28,31.17,46.93,1.64,2,metal_rack,protected,0
4.7,233.84,13.58,24.69,26.74,62.75,0.3,1,cardboard_pallet,protected,1
10.57,237.23,21.67,20.85,29.02,40.4,1.79,4,plastic_box,unprotected,1
4.51,245.46,16.16,22.64,28.27,45.86,9.27,2,plastic_box,unprotected,1
14.48,228.53,22.34,26.21,25.17,47.42,0.45,4,plastic_box,protected,0
24.46,233.73,15.34,25.73,31.82,44.07,2.09,3,metal_rack,protected,0
17.52,236.48,15.76,26.64,27.93,53.98,4.74,3,metal_rack,unprotected,1
0.01,216.55,20.07,27.52,27.39,50.2,1.28,5,metal_rack,protected,0
6.98,229.11,20.48,26.36,29.1,48.4,0.0,1,plastic_box,unprotected,0
4.44,235.99,19.69,27.22,31.28,51.87,3.42,2,metal_rack,unprotected,0
12.24,245.06,20.39,26.0,31.35,49.55,0.86,1,plastic_box,protected,0
9.5,222.9,16.37,25.55,28.75,37.06,9.23,3,plastic_box,unprotected,0
9.09,238.83,25.78,26.53,34.03,37.75,2.23,2,plastic_box,protected,0
20.84,228.72,21.64,23.86,32.33,55.5,4.29,3,metal_rack,unprotected,1
18.93,246.34,19.88,23.06,28.42,45.03,16.75,1,plastic_box,protected,0
14.29,227.46,17.14,26.39,27.7,34.78,0.69,2,metal_rack,protected,0
16.89,229.06,25.02,25.57,34.18,45.61,11.27,7,metal_rack,protected,0
13.91,247.78,19.58,24.6,34.81,54.82,4.36,1,metal_rack,protected,0
8.52,232.82,14.6,24.38,32.03,41.75,8.82,2,metal_rack,unprotected,1
0.0,241.1,18.5,24.42,26.89,44.71,1.77,1,metal_rack,protected,0
1.86,242.99,18.77,22.29,27.11,58.63,0.96,8,plastic_box,unprotected,1
6.57,240.97,18.42,25.05,35.09,47.36,5.16,4,cardboard_pallet,unprotected,0
1.51,228.83,14.22,28.35,22.08,48.03,4.44,2,plastic_box,protected,0
2.95,233.37,14.76,26.48,25.95,56.86,0.0,3,plastic_box,protected,0
5.33,233.91,22.37,24.74,32.31,41.54,0.7,2,plastic_box,unprotected,0
9.74,242.62,15.46,25.98,23.83,48.32,10.49,3,plastic_box,protected,0
16.8,231.03,18.37,27.56,29.49,42.89,0.66,2,plastic_box,protected,0
3.44,247.98,19.16,26.15,28.98,42.38,2.74,2,cardboard_pallet,unprotected,1
13.2,236.31,20.02,23.25,29.13,41.12,2.93,3,metal_rack,unprotected,0
12.06,237.66,18.66,26.46,31.49,50.07,0.84,2,metal_rack,unprotected,0
13.08,239.06,19.75,21.29,20.0,30.67,3.51,1,cardboard_pallet,unprotected,0
15.91,240.67,13.18,27.62,28.36,34.4,5.26,5,cardboard_pallet,unprotected,0
12.33,245.72,20.29,28.75,31.05,50.95,3.55,3,plastic_box,unprotected,0
16.91,244.43,22.21,23.55,34.42,62.8,3.82,1,metal_rack,protected,1
8.97,235.02,19.78,22.23,24.87,46.55,8.38,2,plastic_box,protected,0
10.99,229.46,14.6,24.97,34.43,59.36,5.86,3,plastic_box,protected,0
13.95,233.53,13.9,28.1,29.14,67.39,0.18,2,plastic_box,protected,1
4.09,244.71,14.93,26.68,29.77,52.34,12.37,3,cardboard_pallet,unprotected,0
10.76,232.38,13.83,26.96,20.0,43.41,2.71,1,metal_rack,protected,0
22.9,240.83,17.74,25.23,25.43,36.45,1.45,5,plastic_box,unprotected,0
10.37,244.15,16.89,25.01,31.32,30.0,2.84,1,metal_rack,unprotected,0
6.48,224.4,19.15,23.25,21.92,53.98,15.53,4,plastic_box,unprotected,1
16.55,232.8,15.42,22.8,28.8,43.21,2.13,2,metal_rack,unprotected,0
20.13,233.15,14.77,25.21,27.87,48.46,1.91,1,metal_rack,unprotected,0
0.0,229.3,17.78,26.25,34.28,45.69,2.85,2,plastic_box,protected,0
5.6,238.86,20.3,23.44,26.42,43.0,5.71,5,metal_rack,protected,1
19.87,241.74,21.53,25.71,31.1,45.03,1.72,1,metal_rack,protected,0
17.73,230.82,22.8,20.64,29.47,51.99,5.24,4,cardboard_pallet,protected,0
10.23,239.44,14.6,26.59,28.71,48.29,1.42,1,plastic_box,protected,0
14.7,236.3,20.99,20.79,32.38,50.98,1.15,1,plastic_box,protected,1
22.06,237.4,19.75,23.51,25.31,43.53,3.96,1,metal_rack,protected,0
5.53,224.03,15.35,24.86,24.05,54.66,0.0,4,metal_rack,unprotected,1
27.13,227.16,15.48,27.55,25.92,49.62,2.09,3,metal_rack,protected,0
13.27,228.15,17.71,20.02,26.64,43.64,5.99,2,plastic_box,unprotected,1
0.0,238.99,19.78,23.08,28.2,49.91,3.08,1,plastic_box,unprotected,0
10.46,238.5,16.72,25.29,28.63,54.07,6.82,4,plastic_box,protected,0
5.54,234.17,21.56,22.91,26.05,54.28,1.6,2,plastic_box,unprotected,0
0.12,229.24,24.65,25.57,30.64,49.73,24.39,2,cardboard_pallet,protected,1
6.21,233.75,11.25,23.06,33.18,67.47,6.31,3,cardboard_pallet,protected,1
16.6,245.74,18.72,22.18,26.62,54.94,1.48,8,cardboard_pallet,protected,0
15.01,237.79,17.33,24.37,34.11,44.58,4.8,1,metal_rack,protected,0
0.0,238.5,16.23,28.73,41.44,42.31,1.72,2,metal_rack,protected,0
14.68,239.39,21.89,27.24,31.89,52.77,7.03,4,plastic_box,protected,0
12.67,225.81,11.69,22.23,28.72,45.09,19.82,4,metal_rack,unprotected,1
5.2,238.13,18.67,21.58,26.36,46.46,2.69,2,plastic_box,protected,0
5.76,225.98,20.17,24.68,36.61,55.43,0.77,2,plastic_box,protected,0
5.9,238.0,16.63,25.51,39.12,31.63,2.87,2,cardboard_pallet,unprotected,0
2.01,234.08,21.68,28.67,29.12,58.47,1.17,8,plastic_box,unprotected,0
0.95,236.23,19.5,23.93,28.36,57.78,6.12,4,plastic_box,protected,0
4.43,243.15,18.06,23.13,31.89,48.22,3.79,4,metal_rack,protected,0
5.68,230.1,18.78,19.93,31.4,51.9,1.05,6,metal_rack,unprotected,0
1.25,233.2,16.82,23.86,26.68,35.33,2.33,3,cardboard_pallet,protected,0
5.04,224.17,15.48,22.78,34.43,37.85,1.82,5,plastic_box,protected,0
5.43,240.67,19.49,25.17,30.66,46.55,10.56,1,metal_rack,protected,0
15.39,230.26,14.54,30.23,28.71,62.25,5.29,1,cardboard_pallet,protected,0
11.0,237.64,18.83,24.94,30.64,64.56,4.93,3,plastic_box,unprotected,0
9.84,242.38,21.76,24.09,32.06,71.44,2.12,4,metal_rack,unprotected,0
18.1,238.16,16.52,23.88,26.6,47.03,4.61,4,metal_rack,protected,1
22.12,235.14,15.83,26.93,32.09,55.35,3.27,3,metal_rack,protected,0
10.09,239.94,22.65,27.01,36.32,47.42,0.18,4,cardboard_pallet,protected,1
2.71,230.69,17.0,21.8,36.23,55.29,6.22,5,plastic_box,protected,0
8.28,231.7,13.95,26.72,29.15,55.28,13.05,4,plastic_box,unprotected,1
3.36,241.23,16.09,22.71,30.34,62.01,0.0,1,plastic_box,protected,0
12.21,236.85,17.68,26.47,24.12,52.7,4.72,2,metal_rack,unprotected,0
17.46,237.16,19.23,21.59,33.15,52.99,11.53,3,cardboard_pallet,protected,0
1.93,227.11,16.69,24.99,29.1,36.97,8.14,1,plastic_box,unprotected,0
10.44,239.88,12.71,25.34,27.3,48.33,1.82,4,plastic_box,unprotected,0
12.99,240.59,17.22,25.16,37.97,51.52,0.0,2,plastic_box,unprotected,0
7.61,231.88,18.77,23.63,28.37,62.33,5.11,5,metal_rack,protected,1
0.0,233.75,15.58,24.51,27.31,48.82,0.02,5,plastic_box,unprotected,1
2.23,229.94,14.86,19.71,28.16,57.46,1.27,2,cardboard_pallet,protected,0
17.28,238.91,14.38,32.07,26.22,45.3,1.54,3,metal_rack,protected,0
8.73,241.27,18.26,25.34,33.36,54.95,0.59,1,metal_rack,unprotected,0
6.67,244.39,20.93,27.13,31.05,45.35,2.62,2,metal_rack,protected,0
5.98,232.66,21.38,24.51,32.66,45.22,2.89,2,plastic_box,unprotected,0
18.78,242.07,20.91,20.03,29.55,38.54,5.15,1,cardboard_pallet,protected,0
11.38,246.09,19.96,26.12,26.06,44.17,1.93,3,metal_rack,unprotected,0
22.43,240.84,20.17,25.01,28.67,63.72,0.42,1,plastic_box,protected,0
15.78,237.4,24.35,26.24,28.91,31.14,6.97,3,plastic_box,protected,0
30.43,228.99,19.73,24.57,33.33,32.81,4.73,1,plastic_box,protected,0
13.3,220.01,16.15,21.15,28.16,62.49,4.22,2,plastic_box,protected,0
30.38,226.4,18.51,23.02,27.5,58.47,1.54,1,cardboard_pallet,unprotected,0
4.84,242.24,25.18,26.63,26.86,47.02,5.15,3,plastic_box,unprotected,0
24.03,237.18,22.47,23.75,31.29,40.24,1.09,2,plastic_box,protected,0
2.36,217.73,18.87,23.97,26.27,41.72,1.73,5,cardboard_pallet,unprotected,0
10.63,228.26,20.25,27.3,29.15,52.66,6.23,3,plastic_box,unprotected,0
0.0,232.6,15.06,23.23,24.18,62.93,6.88,5,cardboard_pallet,unprotected,0
10.79,235.47,18.25,27.5,26.27,35.32,3.71,2,cardboard_pallet,protected,0
15.06,240.51,23.13,22.18,32.65,46.21,0.49,3,plastic_box,unprotected,0
10.15,241.59,16.98,22.31,29.39,58.66,8.19,3,metal_rack,protected,0
11.61,240.88,17.78,24.67,28.48,67.27,7.92,3,metal_rack,protected,0
21.09,238.89,15.04,26.61,33.59,72.9,3.28,3,plastic_box,unprotected,0
12.38,231.59,16.62,28.81,31.44,53.92,9.02,5,plastic_box,unprotected,0
13.41,230.73,17.23,23.35,20.36,55.09,7.77,7,metal_rack,protected,0
17.09,255.13,8.74,22.61,37.36,59.59,2.7,3,metal_rack,unprotected,1
2.43,225.58,9.08,27.02,20.72,45.39,1.98,4,metal_rack,protected,1
7.29,238.14,21.32,25.96,29.34,48.28,7.58,6,cardboard_pallet,protected,1
0.0,246.5,22.65,25.1,37.73,48.8,9.15,7,plastic_box,protected,0
16.95,234.69,16.13,25.98,39.57,41.0,1.67,2,metal_rack,protected,0
10.95,227.48,18.95,24.24,34.85,46.1,1.1,3,plastic_box,protected,0
11.32,220.3,23.52,24.25,41.17,31.81,0.18,5,metal_rack,unprotected,1
16.84,228.94,24.47,25.55,31.8,39.82,2.77,3,metal_rack,protected,0
25.09,223.54,16.27,28.4,23.78,59.43,2.12,3,metal_rack,unprotected,0
7.86,239.57,14.66,27.03,27.69,60.55,12.32,2,cardboard_pallet,unprotected,0
14.27,230.1,22.69,27.85,28.04,65.39,6.9,4,plastic_box,protected,0
13.02,242.49,22.49,27.67,28.58,47.57,7.43,3,plastic_box,unprotected,0
4.25,235.72,17.38,24.97,25.78,37.66,13.33,1,plastic_box,unprotected,0
15.61,226.55,20.64,23.29,28.43,39.9,2.36,5,metal_rack,unprotected,0
4.65,224.15,15.16,26.24,26.22,47.44,3.18,2,metal_rack,unprotected,0
14.93,238.06,9.32,27.12,36.12,49.35,2.85,1,plastic_box,unprotected,1
4.02,240.4,16.69,23.54,28.69,59.08,2.22,1,plastic_box,protected,0
14.53,229.36,20.54,29.31,23.78,44.4,0.0,5,cardboard_pallet,protected,0
17.32,241.61,17.9,26.22,21.86,45.87,0.5,4,metal_rack,unprotected,0
7.15,228.69,17.44,21.55,38.26,53.38,1.97,3,plastic_box,unprotected,0
0.0,235.58,18.96,24.94,32.74,56.49,2.67,4,plastic_box,protected,0
8.39,241.11,18.0,24.04,30.14,32.43,4.63,1,plastic_box,protected,0
10.51,231.34,15.1,25.48,23.47,38.25,0.0,2,metal_rack,protected,0
11.72,232.61,11.06,24.89,28.34,52.23,3.04,2,plastic_box,unprotected,0
0.0,230.37,16.88,26.5,30.05,62.57,4.34,5,metal_rack,unprotected,1
19.28,232.91,16.86,25.98,34.45,43.06,2.2,3,metal_rack,protected,0
19.67,231.6,12.37,26.09,36.92,59.37,0.0,2,metal_rack,unprotected,0
3.5,230.85,15.62,23.93,22.98,56.06,8.16,1,cardboard_pallet,unprotected,1
16.46,231.89,10.36,23.19,23.49,51.61,0.69,5,plastic_box,protected,0
0.0,227.04,17.88,27.46,29.98,62.86,18.3,3,metal_rack,protected,0
25.57,236.29,14.7,23.49,28.13,46.44,2.46,2,plastic_box,protected,0
14.13,243.1,17.62,21.32,23.24,40.88,2.1,1,cardboard_pallet,protected,1
10.56,237.43,17.48,21.0,30.58,57.62,0.91,4,metal_rack,unprotected,0
11.78,233.69,21.06,26.86,28.97,50.09,3.55,3,metal_rack,unprotected,0
0.0,230.58,23.84,25.03,34.98,58.84,6.62,1,plastic_box,unprotected,1
6.65,246.91,15.19,24.67,26.96,60.09,0.93,4,cardboard_pallet,protected,1
6.47,237.07,19.22,24.61,36.18,54.38,1.08,3,metal_rack,unprotected,0
12.12,240.72,16.69,21.56,21.0,48.29,19.19,3,metal_rack,protected,0
0.0,234.66,17.51,24.14,35.4,61.11,3.98,6,cardboard_pallet,protected,0
5.39,235.3,15.98,25.05,26.09,51.2,1.85,1,plastic_box,unprotected,0
16.73,247.0,16.95,25.03,29.28,53.94,1.12,6,plastic_box,protected,0
7.11,233.67,22.31,26.47,24.8,40.06,2.24,3,plastic_box,protected,1
8.8,232.88,16.87,26.67,25.24,50.97,3.04,2,plastic_box,protected,1
0.0,235.64,16.02,25.09,32.11,44.39,3.23,2,metal_rack,unprotected,0
15.21,230.88,17.86,22.23,34.48,44.01,9.13,4,cardboard_pallet,protected,0
14.88,225.69,21.62,23.65,32.14,50.83,3.06,5,metal_rack,protected,0
14.53,236.85,15.6,27.99,27.03,62.77,10.03,3,metal_rack,unprotected,0
10.11,248.56,19.86,20.09,35.84,62.15,3.83,5,cardboard_pallet,unprotected,0
0.0,236.72,14.12,23.04,32.47,55.87,3.49,3,plastic_box,unprotected,1
8.74,244.69,20.08,21.97,39.55,46.31,5.53,2,cardboard_pallet,protected,0
15.96,241.36,14.04,24.72,25.83,39.37,8.07,2,metal_rack,protected,0
18.56,238.15,16.12,25.95,28.08,58.64,8.96,3,metal_rack,protected,0
0.6,248.33,9.8,24.01,35.07,47.17,1.1,4,metal_rack,protected,0
0.0,238.51,16.85,26.49,23.95,49.7,13.64,2,metal_rack,protected,1
15.01,230.39,15.32,22.26,20.0,45.13,2.4,4,metal_rack,unprotected,1
5.58,238.9,21.29,27.2,30.09,57.59,0.12,1,metal_rack,unprotected,1
7.57,240.59,13.15,23.8,20.34,48.66,2.94,2,metal_rack,unprotected,0
9.45,234.67,22.18,22.46,27.92,52.42,5.58,2,cardboard_pallet,protected,0
21.37,242.87,14.61,23.58,28.9,34.32,0.39,1,cardboard_pallet,protected,0
3.18,239.84,16.16,26.29,33.03,58.3,2.26,2,metal_rack,unprotected,0
12.21,241.04,16.34,24.41,37.12,51.34,0.0,3,plastic_box,protected,0
5.25,234.75,18.46,27.74,29.16,40.69,9.67,1,plastic_box,unprotected,0
11.39,224.27,15.24,24.16,29.81,42.6,0.74,2,cardboard_pallet,protected,0
12.56,236.97,19.57,25.3,20.92,30.0,1.81,1,cardboard_pallet,protected,0
1.9,227.28,20.75,24.75,31.48,45.92,7.09,3,metal_rack,protected,0
0.0,227.81,21.45,23.2,27.1,74.77,5.34,5,plastic_box,protected,0
0.0,228.38,16.17,23.64,30.83,67.27,0.62,4,cardboard_pallet,unprotected,0
12.01,234.08,20.57,24.7,36.77,48.54,0.0,4,metal_rack,protected,0
14.08,234.09,21.08,27.18,29.71,43.36,2.04,4,metal_rack,unprotected,0
11.52,234.58,17.77,25.07,29.62,60.58,1.72,5,metal_rack,protected,1
5.81,235.58,15.0,23.63,33.55,48.18,2.87,2,cardboard_pallet,protected,0
12.62,245.19,13.88,23.77,42.1,42.07,16.21,3,metal_rack,unprotected,0
19.48,221.95,19.11,27.22,34.34,46.42,1.96,2,metal_rack,protected,0
3.27,227.79,21.99,21.86,24.72,47.91,0.49,7,plastic_box,protected,0
13.18,223.07,13.35,21.92,33.13,44.13,2.93,1,cardboard_pallet,unprotected,1
0.09,234.54,25.48,28.89,23.29,41.9,0.0,3,cardboard_pallet,protected,0
27.98,219.32,13.81,22.56,22.94,57.11,1.44,4,plastic_box,protected,0
23.34,230.15,18.7,28.85,33.51,47.06,2.71,3,metal_rack,protected,0
0.0,234.16,19.44,23.19,35.63,43.8,3.08,3,plastic_box,protected,0
9.49,231.97,15.48,23.15,30.88,55.92,0.17,3,metal_rack,protected,0
11.55,230.32,20.94,29.13,37.7,50.06,0.53,2,metal_rack,unprotected,0
6.18,232.16,15.22,24.63,37.35,61.58,15.93,4,metal_rack,protected,1
26.54,230.67,22.63,24.51,30.47,73.64,4.59,3,plastic_box,protected,0
19.05,232.09,21.6,24.97,32.53,38.0,5.34,2,plastic_box,unprotected,0
12.05,232.01,16.28,22.73,32.32,57.18,0.13,3,metal_rack,protected,0
14.63,233.43,10.47,28.08,23.24,64.9,0.88,3,metal_rack,unprotected,1
4.75,244.28,14.69,24.58,28.32,33.43,1.67,1,plastic_box,protected,0
2.81,228.58,12.01,24.45,28.6,49.49,0.0,6,metal_rack,protected,0
12.83,242.84,18.48,22.75,31.47,56.1,6.1,4,metal_rack,protected,0
16.89,233.62,23.35,27.37,36.02,52.0,0.51,4,metal_rack,protected,0
6.77,245.31,21.55,27.74,23.64,46.32,2.39,1,metal_rack,protected,0
3.35,241.59,25.42,27.27,39.42,37.93,0.55,1,plastic_box,protected,1
1.84,240.34,21.41,23.4,33.31,67.74,1.63,1,metal_rack,unprotected,1
3.6,237.92,17.36,24.57,29.56,56.06,4.49,5,plastic_box,unprotected,0
13.33,237.21,12.02,22.74,37.62,34.78,0.0,1,cardboard_pallet,unprotected,1
14.98,235.13,20.86,22.61,30.5,39.49,2.46,2,plastic_box,unprotected,0
8.11,236.39,17.81,26.7,34.44,58.25,6.76,9,metal_rack,protected,0
10.66,239.98,18.63,24.37,26.44,35.33,0.0,5,metal_rack,protected,0
7.43,238.78,18.29,23.47,28.16,51.15,3.73,3,metal_rack,protected,0
11.72,227.23,15.34,29.03,30.74,55.31,13.61,2,metal_rack,unprotected,1
15.37,219.72,18.54,19.52,34.27,30.29,2.14,3,plastic_box,unprotected,1
17.57,243.61,13.69,27.86,34.44,58.94,6.97,5,metal_rack,unprotected,0
9.93,240.46,16.88,20.21,30.49,61.05,1.24,4,metal_rack,unprotected,0
6.49,238.65,15.69,23.51,24.12,50.41,4.95,3,metal_rack,protected,1
14.66,229.87,17.27,23.52,33.2,44.17,1.5,2,metal_rack,unprotected,0
9.93,229.31,20.51,24.18,36.58,49.73,5.34,2,cardboard_pallet,unprotected,0
0.73,234.03,18.37,23.08,25.22,45.83,1.72,1,metal_rack,protected,0
10.6,229.51,17.02,26.17,30.06,38.16,0.54,3,cardboard_pallet,unprotected,1
23.88,236.26,17.49,20.77,25.89,63.97,13.57,4,metal_rack,unprotected,0
4.87,241.83,23.8,20.39,30.81,32.68,6.93,3,cardboard_pallet,protected,0
1.43,248.82,22.17,26.27,28.91,49.35,5.24,2,cardboard_pallet,protected,0
14.45,241.58,21.85,23.7,32.26,52.35,1.4,1,metal_rack,protected,0
10.24,224.74,14.52,25.64,35.63,59.44,1.71,1,metal_rack,unprotected,1
2.07,226.42,10.92,25.98,27.11,40.97,5.28,4,cardboard_pallet,unprotected,1
12.45,236.73,21.29,21.62,32.38,49.48,0.84,1,plastic_box,protected,1
16.27,244.64,15.98,26.82,32.84,47.98,4.02,4,cardboard_pallet,protected,0
0.0,226.13,22.55,21.51,24.67,68.76,2.06,1,plastic_box,protected,0
10.3,237.87,15.33,27.55,31.42,47.04,0.79,6,cardboard_pallet,protected,0
9.69,232.9,19.03,24.54,23.03,49.92,1.19,3,metal_rack,protected,0
1.56,238.29,14.14,23.14,25.75,47.54,5.04,2,metal_rack,protected,0
17.89,252.88,16.47,22.77,33.35,48.67,5.42,2,plastic_box,unprotected,0
21.51,245.39,16.29,27.52,24.46,30.0,1.04,2,metal_rack,unprotected,0
4.67,239.27,24.36,26.03,27.29,55.89,1.73,3,plastic_box,protected,0
9.56,233.89,18.38,30.79,34.41,32.34,8.53,4,plastic_box,protected,0
17.25,236.21,17.81,27.33,28.58,40.5,4.43,1,metal_rack,unprotected,0
12.55,237.06,15.28,23.52,35.14,60.86,4.08,5,plastic_box,unprotected,1
3.43,230.95,17.18,25.11,34.03,57.02,1.19,1,metal_rack,protected,0
1.8,256.42,16.71,27.42,34.56,69.73,5.7,1,metal_rack,protected,1
18.17,233.45,23.94,24.82,31.56,57.82,0.0,3,metal_rack,unprotected,0
4.04,237.62,20.01,24.2,33.81,47.59,6.75,6,plastic_box,protected,1
0.0,233.23,20.59,26.19,29.85,63.15,0.04,2,plastic_box,protected,0
29.51,234.47,13.85,23.84,26.0,46.42,1.44,3,plastic_box,protected,0
22.25,224.61,17.98,25.14,38.85,37.9,3.36,1,plastic_box,protected,0
14.73,227.95,21.05,24.22,27.58,54.65,1.23,3,plastic_box,unprotected,1
14.18,232.56,15.73,26.79,24.45,37.14,1.11,3,metal_rack,protected,0
12.19,246.02,14.56,26.88,31.55,42.33,1.92,2,plastic_box,unprotected,1
17.41,248.81,22.09,24.71,27.01,56.92,2.23,1,cardboard_pallet,protected,0
3.22,244.91,16.64,23.37,31.24,45.24,4.02,3,plastic_box,unprotected,0
10.65,236.32,15.37,27.29,33.87,55.76,1.62,3,plastic_box,protected,0
2.8,228.0,16.46,25.8,29.32,30.0,2.04,1,metal_rack,protected,0
17.69,236.64,19.43,28.23,30.63,61.78,1.55,2,plastic_box,protected,1
2.3,247.3,19.24,25.82,31.21,43.13,3.53,3,cardboard_pallet,unprotected,1
0.0,225.05,23.15,24.3,27.18,50.55,0.0,3,cardboard_pallet,protected,0
13.52,236.84,19.33,23.65,32.85,63.64,6.59,1,plastic_box,protected,0
18.38,242.52,19.52,22.06,36.19,52.87,5.67,1,plastic_box,protected,0
8.99,223.44,15.27,21.11,22.71,48.62,0.68,3,metal_rack,unprotected,0
11.65,234.91,12.21,24.06,32.69,61.58,6.46,5,plastic_box,protected,1
24.68,222.93,15.75,27.16,28.05,55.63,4.34,8,plastic_box,protected,0
11.56,238.4,18.33,25.43,20.35,42.22,1.7,3,metal_rack,protected,1
19.19,230.83,16.09,23.86,28.89,52.75,0.9,2,cardboard_pallet,unprotected,0
7.5,231.35,20.52,25.18,25.91,61.87,9.01,5,plastic_box,unprotected,0
0.0,245.13,16.21,27.65,28.11,55.6,16.44,3,plastic_box,unprotected,1
19.18,227.56,17.99,25.19,27.63,49.46,2.26,4,cardboard_pallet,protected,0
12.3,240.81,18.8,24.3,28.61,50.96,4.36,4,metal_rack,protected,0
19.39,231.11,14.98,24.66,29.5,41.08,5.17,1,cardboard_pallet,unprotected,1
11.56,245.24,21.66,24.48,30.9,58.26,2.26,5,plastic_box,protected,0
8.89,226.88,21.04,27.21,28.64,53.83,6.94,3,plastic_box,unprotected,0
11.93,222.16,17.17,25.17,29.48,45.91,4.18,5,plastic_box,unprotected,0
18.67,239.9,15.83,25.23,32.01,52.57,1.42,5,plastic_box,protected,0
0.0,241.72,15.56,24.92,28.29,68.69,2.35,2,cardboard_pallet,unprotected,0
14.12,234.08,14.05,23.92,34.11,68.77,7.47,4,metal_rack,unprotected,1
5.89,235.42,14.17,26.79,30.62,62.47,7.23,3,plastic_box,unprotected,1
12.73,240.23,19.46,25.94,23.84,56.76,2.54,2,metal_rack,unprotected,0
5.8,233.67,16.45,24.33,32.43,46.3,5.84,4,metal_rack,protected,1
4.34,232.99,12.41,29.91,32.05,46.95,4.88,4,metal_rack,protected,0
13.93,234.95,12.76,25.22,25.66,48.48,8.03,4,plastic_box,protected,0
16.64,228.67,17.28,25.32,25.52,47.48,2.13,8,metal_rack,unprotected,1
12.11,215.77,17.16,25.78,33.49,47.77,2.64,5,cardboard_pallet,protected,0
22.1,241.03,15.09,23.57,30.8,31.5,0.54,2,cardboard_pallet,protected,0
