ph_final,viscosity_cp,conductivity_ms_cm,density_g_ml,turbidity_ntu,reaction_temp_c,reaction_time_min,active_conc_mg_ml,f1_active_reagent,f2_solvent_salts,f3_agitation_kinetics
6.564,169.209,4.416,1.212,12.446,42.98,25.186,116.976,0.6014,-0.3591,-1.524
7.029,139.348,5.694,1.2,22.463,46.244,37.078,96.958,-0.1226,-0.2343,0.7461
7.744,85.149,8.587,1.181,23.477,45.192,37.441,74.693,-1.5518,0.687,0.3766
6.976,107.159,4.885,1.195,19.264,43.795,32.826,99.484,-0.4054,-0.3598,-0.4036
7.021,160.89,6.991,1.214,21.248,42.673,24.41,111.698,0.3891,0.5165,-1.8215
6.945,149.603,5.754,1.202,14.848,43.397,30.314,106.731,-0.0103,0.281,-1.0771
7.518,138.095,8.023,1.202,29.042,47.621,41.972,98.392,-0.2963,0.5695,0.648
6.51,154.137,3.761,1.196,16.282,44.751,30.824,102.478,0.2017,-0.8551,-0.8815
6.281,191.023,4.03,1.217,25.931,43.92,26.762,123.793,1.6305,-0.485,-1.4
6.589,137.315,5.258,1.204,19.782,41.868,27.428,101.767,0.4868,-0.2201,-1.4071
6.75,171.137,5.467,1.211,18.316,45.725,33.037,110.734,0.5925,-0.0375,-0.4789
7.637,185.556,10.105,1.223,38.507,46.738,36.796,115.092,0.6057,1.5348,-0.0319
6.599,129.811,4.046,1.174,23.017,44.97,34.537,74.026,-0.7202,-1.4717,1.0292
6.669,253.88,6.364,1.238,45.462,46.774,40.128,146.012,2.3156,0.3674,1.0586
6.981,244.691,7.386,1.238,32.964,45.193,34.184,138.999,1.8079,1.0113,-0.4225
7.164,198.371,9.165,1.228,35.759,46.302,35.883,121.499,1.0452,1.046,0.4744
6.842,98.088,4.529,1.187,13.585,42.391,25.363,84.321,-0.6691,-0.4437,-1.3492
7.218,161.386,5.44,1.203,39.297,46.372,41.227,94.553,-0.2374,-0.1027,1.0781
6.936,165.406,5.488,1.193,28.847,46.653,36.355,101.347,0.1253,-0.4017,1.3364
7.75,206.514,10.421,1.221,39.139,47.348,41.675,116.601,0.3589,1.7888,0.3122
6.434,146.967,3.422,1.191,27.779,44.109,35.866,95.879,0.0633,-1.1434,0.6322
7.525,141.477,8.44,1.2,28.013,46.637,38.176,95.799,-0.4507,1.0437,0.1754
7.051,99.447,6.278,1.186,16.943,42.336,30.339,86.258,-0.7487,0.0335,-0.8884
6.291,207.068,4.867,1.222,22.346,43.856,29.687,135.44,1.8039,-0.1608,-1.093
6.659,126.207,3.83,1.184,19.378,42.709,33.576,91.767,-0.1798,-0.7053,-0.7461
7.977,105.088,10.408,1.18,12.597,43.77,35.976,71.609,-1.985,1.1756,-0.4306
5.7,210.875,0.092,1.2,22.289,44.702,34.908,125.183,1.8434,-1.9769,0.2372
6.898,160.514,6.795,1.206,28.114,45.257,35.838,116.183,0.574,-0.0005,0.0783
6.76,99.631,4.148,1.184,20.526,44.641,35.571,86.716,-0.6732,-0.8385,0.2813
6.493,253.383,5.643,1.245,32.1,44.999,34.495,141.553,2.2507,0.4718,-0.6021
7.294,267.38,8.62,1.25,47.699,47.961,36.735,149.029,2.3379,1.6312,0.3308
6.615,232.7,5.55,1.228,30.69,47.622,38.41,133.295,1.5851,0.0187,0.7017
6.407,178.423,1.92,1.19,24.53,46.674,41.121,109.894,0.6311,-1.3515,1.3204
7.137,185.496,5.622,1.204,36.484,48.215,45.478,109.237,0.294,0.0242,1.9908
7.096,154.717,6.961,1.202,32.219,46.746,46.779,98.362,-0.0176,0.065,0.988
7.43,169.217,9.786,1.231,36.993,46.161,35.315,119.45,0.6308,1.5336,-0.3505
7.408,225.53,7.829,1.216,36.053,48.416,40.441,110.168,0.5645,0.876,1.2492
6.813,215.236,5.844,1.219,42.94,48.329,38.507,120.735,1.1253,0.0294,1.1413
7.318,142.379,6.981,1.197,33.431,46.702,41.286,93.552,-0.5126,0.2226,0.5931
7.655,81.192,7.943,1.191,9.5,41.832,28.646,77.494,-1.417,0.7523,-1.3086
7.386,93.472,7.696,1.187,22.18,42.944,34.435,81.512,-1.0403,0.5913,-0.5792
7.654,145.616,10.406,1.207,23.518,47.929,40.375,95.221,-0.5077,1.2392,1.0367
7.475,202.984,8.189,1.216,42.507,47.832,42.029,110.42,0.4412,1.0538,1.1473
7.352,193.11,8.279,1.225,34.98,46.91,37.543,112.904,0.6255,0.9408,0.3169
7.747,150.237,8.371,1.197,27.269,47.153,41.711,98.894,-0.4608,0.8863,0.8208
6.995,138.447,5.856,1.191,24.981,43.267,36.202,80.661,-0.7922,-0.1507,0.0604
7.228,133.677,5.286,1.187,40.348,46.368,43.683,82.77,-0.8083,-0.2288,1.6301
7.572,139.834,10.093,1.218,27.749,46.985,38.658,110.632,0.2959,1.4767,-0.4143
7.075,267.751,7.804,1.237,44.152,50.112,47.006,135.495,1.7378,0.8393,1.5197
6.054,161.585,1.557,1.192,27.849,44.185,33.384,108.393,0.6121,-1.6724,-0.0173
7.639,200.813,10.554,1.231,36.183,47.214,39.557,124.567,1.1064,1.8556,0.1697
7.289,241.032,8.812,1.238,42.709,48.894,41.152,135.608,1.7296,1.3434,1.1149
6.331,166.117,2.768,1.199,28.59,46.188,40.647,103.121,0.3084,-1.2269,0.8954
6.36,172.136,2.65,1.202,27.648,44.809,34.576,109.226,0.6491,-1.1897,0.0878
6.246,165.181,0.092,1.184,20.881,44.464,33.73,98.606,0.2487,-2.0655,0.4196
6.782,170.431,6.262,1.213,30.518,45.876,38.496,111.437,0.7059,-0.0118,0.4508
7.251,133.146,6.956,1.207,25.471,42.899,33.836,99.603,-0.0731,0.2668,-0.9007
6.038,173.353,0.467,1.182,23.745,45.333,36.489,101.618,0.5052,-1.9454,0.7267
7.678,167.724,8.219,1.201,44.361,47.938,46.44,99.117,-0.4684,0.7676,2.4103
7.27,95.174,6.646,1.183,18.729,46.117,37.536,74.269,-1.2185,0.034,0.1516
6.681,98.183,3.063,1.187,8.494,41.152,27.643,89.699,-0.5043,-0.7525,-1.8044
6.416,161.223,2.96,1.198,26.633,45.194,34.323,106.244,0.6612,-1.19,0.2062
7.432,143.199,7.119,1.192,19.821,46.117,37.284,88.892,-0.7042,0.3121,-0.0094
7.337,52.314,5.662,1.151,0.226,40.262,27.495,58.951,-2.9002,-0.4606,-1.9995
6.667,128.447,4.038,1.191,14.669,42.696,30.072,94.497,-0.0146,-0.5631,-0.5121
7.361,107.877,7.426,1.19,22.829,44.671,32.526,87.833,-0.8313,0.5194,-0.0602
7.031,76.839,3.808,1.161,23.307,44.143,36.245,75.05,-1.4151,-1.0295,0.724
6.756,125.955,2.502,1.183,5.762,43.009,35.095,85.452,-0.5667,-0.9627,-0.2859
5.791,182.511,1.368,1.198,30.814,44.804,36.527,105.863,0.8368,-1.7347,0.5147
7.3,140.854,5.275,1.181,25.588,46.111,43.774,84.893,-0.8041,-0.1104,1.2556
6.496,164.903,3.695,1.199,29.147,45.014,37.596,102.742,0.7546,-1.205,0.5178
7.286,114.716,7.221,1.182,21.607,43.751,34.586,81.394,-0.9976,0.0952,0.1944
7.749,112.278,10.082,1.198,19.023,45.109,35.007,84.841,-1.0266,1.1105,-0.3106
6.625,166.665,4.189,1.192,26.183,44.987,40.188,100.941,0.0811,-0.8959,0.2454
8.052,140.127,10.499,1.204,21.607,46.819,40.717,94.569,-0.825,1.7551,0.5877
7.652,101.977,7.798,1.185,23.514,43.16,34.67,78.307,-1.4017,0.6349,-0.4752
6.963,119.609,6.432,1.192,22.209,43.896,31.311,94.672,-0.262,0.0012,-0.2989
6.994,154.208,6.231,1.186,27.566,47.57,43.336,82.77,-0.7558,-0.1384,1.1209
7.013,203.412,7.196,1.214,29.757,46.285,29.51,119.05,0.758,0.7405,0.3898
6.466,162.5,3.033,1.176,24.079,45.646,38.772,94.232,-0.0869,-1.4216,0.8711
6.907,163.335,5.131,1.216,20.729,45.247,35.662,111.322,0.4478,-0.1671,0.07
7.199,113.181,4.849,1.176,28.603,46.517,41.638,75.173,-1.1577,-0.5107,1.2372
6.844,145.684,5.061,1.197,11.018,40.834,28.914,101.515,-0.0458,-0.355,-1.2092
5.766,164.348,1.231,1.201,22.694,42.048,29.918,113.2,1.2174,-1.545,-0.9357
7.856,116.441,8.805,1.183,17.666,44.743,38.013,70.636,-1.6242,0.9127,0.5218
6.615,116.38,1.319,1.165,11.196,45.039,39.039,65.414,-1.2194,-1.8449,0.8767
7.539,108.345,8.052,1.191,26.184,43.823,39.664,80.824,-1.2823,0.4456,0.3215
6.319,179.567,2.751,1.19,24.218,43.556,33.156,100.344,0.4536,-1.1327,0.0611
6.411,153.632,3.663,1.205,22.254,42.962,32.625,106.114,0.4277,-1.0057,-0.4502
6.056,108.531,2.773,1.183,4.615,38.941,19.343,98.949,0.2079,-1.1269,-2.5294
7.783,164.379,10.786,1.211,33.71,45.298,32.904,101.862,0.001,2.0134,-0.2701
7.7,50.117,7.908,1.166,14.91,44.352,35.055,59.133,-2.567,0.0313,0.0706
7.403,114.588,7.546,1.194,10.093,42.861,30.344,94.367,-0.9625,0.9353,-1.6468
6.825,237.757,5.974,1.228,44.119,46.611,39.755,127.647,1.624,0.2225,1.1544
7.322,81.191,7.082,1.17,11.434,44.5,30.75,64.702,-1.6034,-0.1404,-0.7612
7.328,165.513,6.629,1.206,26.812,46.573,39.914,90.791,-0.4192,0.3283,0.6586
7.084,156.788,7.469,1.212,26.453,44.875,37.259,106.446,0.2773,0.4935,-0.099
7.043,129.622,6.14,1.199,29.067,44.147,37.256,95.848,-0.2586,0.1839,0.1329
6.996,156.782,6.511,1.207,27.736,46.803,40.608,96.943,0.0426,0.3289,0.4091
6.681,166.346,5.65,1.21,14.065,43.168,29.002,116.113,0.9085,-0.1023,-1.4277
7.291,204.152,8.317,1.207,39.951,46.606,45.438,114.101,0.7437,0.497,1.5878
8.233,139.939,12.102,1.204,28.76,44.911,37.83,95.227,-0.9577,2.4206,-0.049
6.739,121.756,2.882,1.182,25.944,44.981,36.699,90.866,-0.6445,-1.2151,0.9199
6.742,109.704,5.575,1.192,20.397,42.006,27.913,89.479,-0.2218,-0.3899,-1.3082
7.98,214.544,10.82,1.22,50.521,50.432,52.212,113.647,0.392,1.6259,2.4779
6.511,98.812,2.009,1.185,12.574,39.687,24.472,90.318,-0.5694,-1.0476,-1.9049
7.433,97.577,5.421,1.185,30.564,45.237,39.849,76.368,-1.2802,0.0629,0.8694
7.853,133.295,8.06,1.186,27.138,45.696,40.078,77.655,-1.5979,0.8583,0.791
7.801,120.788,9.975,1.191,32.85,45.02,32.675,91.633,-1.0389,1.2644,-0.1084
6.863,146.855,5.62,1.206,15.462,43.395,30.85,102.5,0.3255,0.2013,-0.6089
6.52,211.229,4.348,1.211,33.611,47.294,38.127,129.777,1.3927,-0.5152,1.1255
7.335,219.579,8.505,1.233,41.743,47.639,41.053,133.343,1.3939,1.1828,0.4889
6.874,161.647,6.098,1.213,25.479,43.155,32.329,116.739,0.4888,0.2177,-0.4878
5.953,119.408,0.355,1.19,2.526,40.056,20.276,96.964,0.3949,-1.8254,-2.0844
6.83,200.337,7.276,1.227,30.819,43.367,32.336,138.208,1.4481,0.6523,-1.0012
5.771,101.861,0.188,1.168,14.724,43.164,36.116,88.425,-0.046,-2.758,0.8351
7.7,176.937,9.123,1.215,40.084,49.5,42.619,103.943,0.0262,1.2177,1.4783
7.156,222.408,8.868,1.24,33.712,46.899,42.321,132.451,1.6196,1.2478,0.5707
7.17,116.716,6.894,1.196,20.52,43.129,35.811,93.603,-0.5379,0.1388,-0.3627
6.341,136.931,2.723,1.186,21.331,42.994,35.991,90.35,-0.287,-1.1347,0.2715
6.817,147.252,6.009,1.199,17.763,44.319,33.24,104.734,0.2525,-0.2764,-0.4021
7.758,157.287,9.132,1.21,21.957,46.211,38.602,98.987,-0.2873,1.3096,-0.161
7.579,135.295,7.577,1.182,31.609,46.013,42.217,75.349,-1.3444,0.2526,1.2525
7.618,137.727,7.707,1.207,24.179,43.673,29.162,87.811,-0.481,1.0749,-1.2359
6.884,107.622,6.57,1.198,6.651,42.88,27.762,102.213,-0.1345,0.2577,-1.4966
7.987,114.613,10.096,1.2,34.563,47.732,42.916,95.824,-0.6238,1.4891,0.8683
6.955,103.51,5.765,1.187,24.49,43.237,32.099,85.698,-0.7323,-0.4419,-0.4203
6.544,144.17,2.904,1.201,20.32,43.61,29.343,101.475,0.5021,-0.6591,-0.6397
6.954,111.256,4.074,1.177,24.75,44.354,40.482,80.396,-1.0254,-1.0118,0.6117
5.924,97.545,0.282,1.179,9.241,38.899,25.202,91.141,-0.0641,-1.9641,-2.0399
7.443,178.602,7.866,1.213,38.868,47.072,44.001,98.663,0.1023,0.5285,1.7596
7.252,208.913,6.632,1.213,41.626,49.141,44.263,112.574,0.5659,0.4708,2.3019
6.024,215.665,3.128,1.212,28.584,44.34,37.753,122.712,1.8491,-1.1665,0.2264
6.754,200.73,6.065,1.193,37.202,48.293,39.78,96.52,0.336,-0.388,1.3826
6.116,114.283,1.415,1.17,16.409,43.179,31.67,96.37,0.016,-1.721,-0.1702
6.787,152.917,4.419,1.207,27.781,46.428,36.346,101.825,0.3426,-0.3277,0.4039
6.489,92.488,1.595,1.165,11.411,42.777,32.936,79.903,-0.8622,-1.7236,-0.1402
7.909,187.274,11.507,1.233,33.661,46.351,35.775,115.417,0.3717,2.1697,-0.6877
7.105,156.948,7.505,1.216,20.746,43.47,30.163,102.584,0.1467,0.6247,-0.792
5.758,175.689,1.019,1.197,20.957,44.271,29.581,117.888,1.0999,-1.9852,-0.5419
6.972,106.652,4.992,1.192,22.4,44.657,33.228,90.993,-0.3585,-0.4239,-0.228
6.765,171.747,5.928,1.195,32.423,45.16,37.84,108.132,0.4991,-0.469,0.971
6.679,84.467,3.486,1.165,15.195,45.301,36.857,75.816,-1.0966,-1.2342,-0.1289
6.212,182.841,4.398,1.216,27.694,43.902,28.008,129.362,1.4626,-0.4909,-1.1458
7.891,126.223,10.542,1.198,28.348,47.406,42.241,80.354,-1.3027,1.1347,1.5221
6.811,268.626,6.045,1.237,38.011,47.069,41.689,140.112,2.1268,0.663,0.5047
6.951,79.532,3.656,1.165,19.919,45.621,38.292,65.492,-1.5376,-1.2739,0.4919
7.674,135.935,8.146,1.187,32.7,48.689,43.249,78.006,-1.1219,0.5894,1.6662
6.68,84.049,0.79,1.163,15.714,41.349,30.818,63.001,-1.4993,-1.7636,-0.2744
6.715,199.869,6.064,1.216,30.99,45.707,35.745,122.154,1.3189,0.0246,-0.0622
7.221,178.372,7.349,1.203,32.07,47.681,42.465,103.034,0.0554,0.4181,1.3881
6.279,100.518,3.205,1.172,12.247,42.922,34.786,86.178,-0.5963,-1.624,-0.0476
5.938,196.237,1.747,1.2,35.058,48.118,39.358,107.512,0.8654,-1.9047,1.4622
7.191,182.533,7.848,1.219,28.076,45.563,35.67,113.514,0.6378,0.71,-0.2435
5.762,220.341,1.264,1.212,26.965,44.503,29.078,125.853,1.8187,-1.5998,-0.7818
7.538,107.064,7.936,1.197,19.862,43.406,28.085,84.22,-1.0276,0.8058,-0.6854
6.781,178.964,6.394,1.228,31.599,45.455,33.504,124.248,1.2338,0.1846,0.0954
7.825,194.415,12.025,1.222,30.555,45.232,34.004,114.399,0.5628,2.0383,-0.5431
7.08,136.008,5.471,1.192,35.603,47.811,39.961,94.672,-0.3463,0.0127,1.0796
7.567,194.428,7.904,1.204,37.819,48.875,49.828,99.493,-0.2325,0.6569,2.2818
8.528,102.951,11.992,1.195,26.784,46.013,38.635,79.847,-1.4629,1.8894,0.4172
6.704,174.85,7.004,1.206,22.496,45.543,34.514,113.38,0.6116,0.0823,-0.0024
8.058,166.208,11.483,1.224,30.071,45.604,38.355,105.763,-0.2177,2.2217,-0.2243
7.648,171.002,8.89,1.207,33.882,47.445,42.194,94.629,-0.0684,1.0695,0.6558
7.259,151.93,7.354,1.197,24.924,45.654,34.402,104.117,0.4039,0.408,-0.4364
7.301,107.911,7.813,1.198,17.11,41.84,27.109,94.982,-0.4408,0.7823,-1.4459
7.751,150.296,10.242,1.203,33.892,45.873,41.638,101.281,-0.337,1.2902,0.876
7.611,75.517,7.021,1.177,18.945,46.311,37.959,73.1,-1.5255,0.0222,0.3844
7.028,123.485,6.571,1.211,13.679,42.131,25.311,97.894,-0.1397,0.4698,-2.2789
7.277,165.123,7.399,1.213,22.487,46.112,33.971,109.246,0.634,0.8605,-0.7981
6.345,201.319,2.445,1.198,28.901,46.427,41.562,112.043,0.82,-1.4309,1.06
6.469,144.911,2.789,1.196,19.133,41.031,31.493,104.374,0.3592,-0.8536,-0.9676
7.466,192.432,9.561,1.228,23.95,43.943,28.335,126.898,0.9613,1.4239,-1.1407
6.17,121.957,0.509,1.175,12.29,43.127,30.682,83.805,-0.5014,-1.705,-0.4811
6.056,178.175,2.866,1.211,23.949,43.064,29.163,117.306,1.085,-1.1298,-0.4515
6.863,112.368,5.754,1.201,32.425,43.166,29.864,93.895,-0.2588,-0.0252,-0.6227
7.334,179.126,9.043,1.198,30.376,45.563,40.466,95.627,-0.1729,1.0237,0.6802
6.294,311.851,4.827,1.234,55.396,47.71,43.719,149.244,2.8819,-0.2751,1.8035
6.492,181.233,4.163,1.213,15.715,42.965,33.698,117.316,0.8827,-0.6448,-0.3929
6.76,166.846,7.03,1.209,18.656,44.232,26.929,105.944,0.3303,0.1431,-1.1251
5.565,175.768,0.092,1.201,16.675,41.796,30.574,111.109,1.2796,-2.4091,-0.769
7.273,153.079,5.132,1.195,33.223,48.021,44.663,96.397,-0.4144,-0.3469,1.708
7.554,144.84,6.862,1.201,33.608,45.515,44.544,96.794,-0.2851,0.9094,0.9373
7.505,126.837,7.765,1.194,32.362,45.306,41.586,84.821,-0.9952,0.491,0.659
7.325,253.427,9.654,1.239,43.297,48.411,47.002,140.027,1.927,1.4,1.2423
7.182,140.767,6.719,1.194,25.814,44.838,37.644,93.569,-0.5706,0.3058,0.6092
6.986,136.273,5.212,1.192,25.431,45.501,36.578,93.242,-0.2942,-0.3343,0.4948
7.007,180.933,6.979,1.212,36.348,46.764,36.941,111.362,0.5621,0.4442,0.5594
7.631,148.821,9.092,1.212,22.368,45.012,37.038,103.822,-0.2293,1.4755,-0.1904
7.792,132.19,9.173,1.214,33.19,47.941,35.055,97.584,-0.5987,1.7574,0.4408
6.503,163.354,2.732,1.187,24.459,47.599,37.869,98.752,0.3224,-0.9994,0.5313
6.403,160.517,3.437,1.195,22.584,45.742,32.589,105.19,0.2464,-0.8761,-0.0147
6.339,258.93,3.675,1.239,44.39,47.024,37.992,137.037,2.1701,-0.5377,0.9144
6.448,127.627,4.089,1.197,13.917,41.7,27.449,99.051,0.1216,-0.7134,-1.6654
7.026,218.311,6.257,1.216,42.062,47.587,46.818,115.821,0.8621,0.1561,1.6537
6.765,108.864,3.951,1.182,16.729,44.961,39.127,78.938,-0.7667,-1.1858,0.5418
6.83,139.815,4.314,1.19,25.822,44.732,38.367,89.446,-0.3445,-0.9638,0.6022
6.719,151.857,3.251,1.179,29.109,45.333,37.704,86.824,-0.419,-0.9449,0.98
8.039,104.202,11.295,1.198,21.051,43.463,31.573,94.905,-0.8126,1.9629,-0.8332
6.492,192.081,4.379,1.197,31.079,47.624,36.969,110.939,0.2296,-0.9655,0.9726
7.308,194.077,6.581,1.202,39.637,48.81,46.144,103.649,0.2477,0.0141,1.5789
6.814,100.937,5.023,1.183,18.146,44.683,33.428,84.32,-0.657,-0.6847,-0.1039
6.953,137.507,5.311,1.193,25.203,45.158,36.373,94.931,-0.2277,-0.2409,0.6321
6.3,222.634,2.635,1.212,38.545,46.702,41.595,117.956,1.4619,-0.9974,1.3012
6.754,178.622,5.415,1.202,20.275,46.17,37.427,102.539,0.1797,0.0642,0.2081
6.881,196.711,7.767,1.231,21.633,42.241,24.745,134.241,1.5487,1.1898,-2.0266
7.039,157.244,6.414,1.2,35.565,46.153,34.988,99.321,0.2461,-0.1371,0.8799
7.161,214.415,8.321,1.232,34.223,48.403,34.415,125.683,1.3857,0.9229,0.5743
7.488,161.66,8.987,1.214,26.574,45.225,33.656,106.197,0.1876,1.4153,-0.3597
6.778,227.112,6.614,1.234,33.052,46.166,35.173,126.926,1.8618,0.3343,-0.4584
7.402,247.643,7.728,1.227,54.971,51.278,51.249,132.591,1.194,0.7679,3.0412
8.102,107.078,9.61,1.181,16.296,44.393,38.495,73.207,-1.8894,1.3328,0.1083
6.999,152.344,5.905,1.205,26.321,44.764,31.179,106.638,0.1868,0.2261,-0.4065
7.292,156.075,6.224,1.196,24.625,45.942,40.108,89.902,-0.7522,0.2682,0.3355
7.131,51.455,4.651,1.164,18.367,45.361,37.704,59.054,-2.354,-0.9835,0.9325
5.884,167.16,0.913,1.197,26.817,44.72,34.153,110.842,1.3564,-1.7159,0.1496
5.948,97.507,0.092,1.177,8.782,41.215,24.506,92.934,-0.0103,-2.261,-1.9246
6.687,159.534,5.602,1.201,22.616,44.029,32.29,106.81,0.2186,-0.1892,-0.5651
6.678,118.49,4.68,1.193,24.945,42.479,37.68,88.724,-0.2669,-0.9079,-0.1351
7.121,111.145,5.816,1.193,22.245,44.513,33.504,87.121,-0.5766,-0.0013,-0.2776
7.05,154.686,6.988,1.211,22.55,44.37,35.091,103.656,0.3912,0.4161,-0.7856
6.069,163.42,2.361,1.219,12.15,39.184,20.725,118.552,1.3233,-0.8224,-2.5294
6.731,156.515,5.291,1.202,22.45,43.41,32.165,103.037,0.1993,-0.0223,-0.4233
6.998,134.592,5.287,1.201,17.146,41.181,28.652,99.775,-0.1342,0.0871,-1.6
6.687,179.296,4.162,1.214,28.624,45.02,38.424,118.257,1.0636,-0.5256,0.8791
7.549,93.606,6.477,1.179,10.245,43.869,29.577,74.643,-1.4315,0.419,-1.1732
6.861,46.0,4.576,1.157,0.0,37.899,18.838,59.914,-2.1568,-0.7928,-2.5294
6.96,212.723,6.787,1.217,41.355,48.142,38.274,127.717,1.3966,-0.0143,1.0467
6.229,221.925,3.825,1.217,29.998,43.704,32.974,130.53,1.8263,-0.5875,-0.0237
7.386,185.375,7.142,1.219,20.65,44.254,38.377,113.437,0.2919,0.7477,0.0394
6.644,191.028,4.099,1.202,30.443,44.681,37.439,113.449,0.7922,-0.5952,0.4108
6.103,262.811,1.794,1.21,45.362,49.062,46.239,129.766,2.0462,-1.5506,2.4757
6.342,56.125,1.082,1.165,6.206,39.834,25.167,72.707,-1.1224,-1.6764,-1.5746
7.386,127.465,7.675,1.194,24.362,44.734,31.872,94.669,-0.3098,0.5193,-0.2924
7.101,100.057,5.602,1.174,16.451,45.598,37.584,74.978,-1.2407,-0.6254,0.4944
6.101,118.478,0.307,1.178,17.419,42.078,26.878,94.923,0.0194,-1.7873,-0.6517
7.258,94.151,7.151,1.183,13.862,42.51,33.634,84.112,-1.2595,0.0993,-0.7311
6.275,207.596,2.012,1.208,40.803,45.462,37.329,119.704,1.5377,-1.2771,1.0187
6.993,46.879,4.653,1.167,3.795,41.702,25.409,59.791,-1.8247,-0.5701,-1.1887
7.58,103.611,6.997,1.172,27.977,46.64,35.31,70.105,-1.7643,-0.0265,0.7726
7.471,134.69,8.23,1.193,27.878,46.524,34.858,82.01,-0.703,0.6105,0.4756
6.82,161.91,6.625,1.205,26.27,46.429,35.661,105.092,0.3901,-0.0557,-0.143
6.252,136.688,2.375,1.19,25.089,43.696,38.407,98.269,0.4452,-1.5648,0.689
6.531,171.204,6.809,1.225,18.547,42.741,26.111,129.282,1.4346,0.4651,-1.9906
6.771,147.626,5.146,1.201,15.426,44.51,28.337,98.925,-0.1161,-0.3967,-1.0448
7.597,122.397,10.278,1.204,24.065,46.411,33.71,89.23,-0.5906,1.1307,-0.3758
7.195,135.652,6.129,1.197,18.077,43.591,32.177,93.173,-0.1475,0.2963,-0.1692
7.127,90.834,3.677,1.165,29.839,46.973,46.577,67.15,-1.9179,-0.9508,1.957
6.774,215.667,5.491,1.227,29.654,46.511,33.03,122.361,1.2204,-0.0619,-0.0249
8.5,181.298,13.591,1.219,33.077,47.299,41.35,105.169,-0.3935,2.6635,0.64
6.34,50.809,0.932,1.156,19.708,42.615,32.836,60.555,-1.8199,-2.3254,0.3656
7.552,177.579,9.702,1.226,42.434,46.803,39.011,115.417,0.7912,1.5001,0.3282
7.807,77.808,8.7,1.179,18.31,45.768,35.702,72.341,-1.7865,0.8315,0.185
7.434,170.183,8.151,1.199,29.87,47.075,40.898,100.422,-0.3151,0.8426,0.5904
7.821,181.186,11.479,1.223,34.974,46.298,37.157,114.039,0.3062,1.9164,-0.1137
7.254,100.962,4.932,1.171,16.176,45.245,34.432,70.256,-1.681,-0.5723,-0.086
7.188,140.78,5.044,1.179,26.6,45.749,39.362,84.906,-0.876,-0.3336,1.0604
6.514,131.821,3.312,1.189,14.901,43.658,33.255,96.636,0.2125,-1.0198,-0.4194
7.943,116.178,8.774,1.185,33.805,48.265,44.375,74.529,-1.6797,0.7303,1.5773
6.102,146.927,2.2,1.211,15.29,41.558,22.866,111.614,1.0108,-1.1945,-1.5638
6.927,88.384,5.236,1.191,14.819,41.006,33.716,80.258,-0.9447,-0.2916,-0.2719
6.867,173.124,5.793,1.211,32.045,43.984,35.591,113.27,0.5787,-0.2131,0.1543
6.777,75.066,3.186,1.168,3.874,40.87,27.575,75.049,-1.2017,-1.0013,-1.2554
7.471,91.514,6.023,1.177,13.045,44.522,35.561,77.439,-1.2806,0.4756,-0.0444
6.705,112.967,4.64,1.195,8.849,41.594,27.441,89.985,-0.3146,-0.4119,-1.6126
7.487,163.507,8.089,1.218,37.643,47.56,46.264,102.385,0.0814,1.0662,1.3371
7.713,70.146,6.552,1.163,23.419,45.824,36.466,59.984,-2.3326,-0.2284,1.061
7.001,232.636,6.334,1.229,42.457,47.861,38.943,129.815,1.6132,0.5105,0.5449
7.473,64.223,6.194,1.167,17.009,42.149,34.107,69.545,-2.2865,-0.145,-0.691
7.7,91.754,8.695,1.192,11.134,42.872,33.293,80.638,-1.4975,1.0945,-1.0061
7.197,85.645,5.355,1.169,12.981,44.372,36.039,61.177,-1.7632,-0.4356,0.5237
6.528,142.24,4.644,1.197,17.732,41.907,28.129,106.577,0.5401,-0.6299,-1.3304
7.287,201.858,8.85,1.224,35.97,46.944,36.703,125.026,0.9486,1.0259,0.0984
7.307,108.584,7.565,1.199,8.725,42.5,25.683,85.175,-0.7888,0.591,-1.9774
6.669,209.77,5.833,1.221,34.368,46.977,38.145,121.105,1.2662,-0.0503,0.7086
7.52,149.106,9.926,1.215,27.865,43.221,30.251,104.408,0.1213,1.4978,-1.1284
6.518,148.196,5.16,1.197,17.845,42.438,25.095,103.544,0.0268,-0.7652,-1.2125
6.561,186.148,5.792,1.216,17.93,44.18,25.318,127.156,1.5285,0.1158,-1.3006
6.76,111.478,3.337,1.171,18.394,43.551,36.958,82.049,-1.0212,-0.8141,0.3529
6.087,163.978,2.258,1.201,24.21,42.832,31.643,108.686,0.7846,-1.1851,-0.5345
6.164,199.398,2.401,1.222,19.714,43.409,29.349,129.277,1.7812,-0.696,-1.4759
7.453,107.54,7.45,1.2,10.686,44.142,30.954,90.664,-0.8472,0.7212,-0.1179
6.691,158.08,3.951,1.204,30.742,45.264,31.498,109.492,0.2713,-0.5133,0.2183
7.023,160.721,5.854,1.212,16.396,43.077,28.992,110.481,0.7948,0.2221,-1.2575
7.432,223.109,9.92,1.239,43.432,47.369,36.215,130.74,1.5009,1.6107,0.2797
7.065,104.441,4.473,1.176,19.458,45.902,41.452,73.194,-0.9782,-0.7773,0.8832
6.231,178.376,2.089,1.201,27.494,45.271,33.032,114.195,0.8755,-1.2518,-0.0341
7.918,120.198,9.577,1.199,34.177,45.858,37.469,89.7,-0.9358,1.2581,1.0662
